team_home,team_away,goals_home,goals_away,league_division,season,group
ToTe/Keparoi,FC Nile,2,4,5,24,5
MPS/AtleticoAkatemia,FC POHU/Futboleros,3,1,5,24,5
SUMU,ToTe/Keparoi,1,0,5,24,5
FC KaKe,FC Honka/Leopardit,2,4,5,24,5
ToTe/Keparoi,MPS/AtleticoAkatemia,1,2,5,24,5
HJK/Lsalo,PuiU/Akatemia 86,4,1,5,24,5
SUMU,FC Nile,2,2,5,24,5
MPS/AtleticoAkatemia,HJK/Lsalo,4,4,5,24,5
PuiU/Akatemia 86,FC KaKe,0,0,5,24,5
FC Honka/Leopardit,ToTe/Keparoi,1,2,5,24,5
FC Nile,I-HK/Sensaatio,7,3,5,24,5
FC POHU/Futboleros,SUMU,0,3,5,24,5
ToTe/Keparoi,FC POHU/Futboleros,4,3,5,24,5
FC KaKe,MPS/AtleticoAkatemia,5,1,5,24,5
SUMU,PuiU/Akatemia 86,4,1,5,24,5
I-HK/Sensaatio,HJK/Lsalo,1,1,5,24,5
FC Nile,FC Honka/Leopardit,5,0,5,24,5
MPS/AtleticoAkatemia,FC Nile,0,7,5,24,5
I-HK/Sensaatio,SUMU,0,4,5,24,5
FC POHU/Futboleros,FC KaKe,0,2,5,24,5
PuiU/Akatemia 86,FC Honka/Leopardit,1,6,5,24,5
HJK/Lsalo,ToTe/Keparoi,6,3,5,24,5
FC Honka/Leopardit,HJK/Lsalo,7,1,5,24,5
FC Nile,FC POHU/Futboleros,5,2,5,24,5
ToTe/Keparoi,PuiU/Akatemia 86,1,1,5,24,5
SUMU,MPS/AtleticoAkatemia,4,1,5,24,5
FC KaKe,I-HK/Sensaatio,7,3,5,24,5
ToTe/Keparoi,I-HK/Sensaatio,2,3,5,24,5
HJK/Lsalo,FC Nile,1,5,5,24,5
FC KaKe,SUMU,4,3,5,24,5
PuiU/Akatemia 86,FC POHU/Futboleros,3,4,5,24,5
FC Honka/Leopardit,MPS/AtleticoAkatemia,1,3,5,24,5
MPS/AtleticoAkatemia,PuiU/Akatemia 86,5,4,5,24,5
I-HK/Sensaatio,FC Honka/Leopardit,1,3,5,24,5
FC POHU/Futboleros,HJK/Lsalo,1,3,5,24,5
FC Nile,FC KaKe,3,3,5,24,5
Millbrook FC,FC Parseh,4,7,5,24,6
MK-United,Afro Foot Club,2,2,5,24,6
Wartti/Wild Boars,Andalus FC,0,6,5,24,6
Chicken Wings/2,FC Kontu/KoVa,1,3,5,24,6
Millbrook FC,MK-United,3,2,5,24,6
Andalus FC,Chicken Wings/2,4,6,5,24,6
FC Kontu/KoVa,FC Parseh,2,2,5,24,6
Afro Foot Club,Valtti/3,5,2,5,24,6
Andalus FC,Millbrook FC,2,2,5,24,6
MK-United,FC Kontu/KoVa,4,1,5,24,6
Wartti/Wild Boars,FC Parseh,5,4,5,24,6
Valtti/3,Chicken Wings/2,2,0,5,24,6
FC Kontu/KoVa,Wartti/Wild Boars,6,0,5,24,6
FC Parseh,Valtti/3,1,12,5,24,6
Chicken Wings/2,MK-United,1,3,5,24,6
Millbrook FC,Afro Foot Club,4,1,5,24,6
MK-United,Andalus FC,4,3,5,24,6
Wartti/Wild Boars,Millbrook FC,1,14,5,24,6
Afro Foot Club,Chicken Wings/2,5,1,5,24,6
Valtti/3,FC Kontu/KoVa,0,1,5,24,6
Andalus FC,Valtti/3,2,3,5,24,6
MK-United,Wartti/Wild Boars,8,0,5,24,6
Chicken Wings/2,FC Parseh,3,3,5,24,6
FC Kontu/KoVa,Afro Foot Club,2,1,5,24,6
Afro Foot Club,Andalus FC,0,3,5,24,6
FC Parseh,MK-United,0,4,5,24,6
Wartti/Wild Boars,Chicken Wings/2,2,2,5,24,6
Valtti/3,Millbrook FC,1,12,5,24,6
Millbrook FC,FC Kontu/KoVa,6,1,5,24,6
Andalus FC,FC Parseh,3,2,5,24,6
Afro Foot Club,Wartti/Wild Boars,5,1,5,24,6
Valtti/3,MK-United,1,5,5,24,6
Wartti/Wild Boars,Valtti/3,1,0,5,24,6
Chicken Wings/2,Millbrook FC,1,8,5,24,6
FC Kontu/KoVa,Andalus FC,2,3,5,24,6
FC Parseh,Afro Foot Club,3,6,5,24,6
Andalus FC,Wartti/Wild Boars,2,1,5,24,6
FC Parseh,Millbrook FC,4,12,5,24,6
FC Kontu/KoVa,Chicken Wings/2,2,4,5,24,6
Afro Foot Club,MK-United,2,1,5,24,6
Chicken Wings/2,Andalus FC,1,4,5,24,6
MK-United,Millbrook FC,0,5,5,24,6
FC Parseh,FC Kontu/KoVa,2,7,5,24,6
Valtti/3,Afro Foot Club,2,1,5,24,6
FC Parseh,Wartti/Wild Boars,2,3,5,24,6
Chicken Wings/2,Valtti/3,5,3,5,24,6
FC Kontu/KoVa,MK-United,2,3,5,24,6
Millbrook FC,Andalus FC,2,0,5,24,6
Afro Foot Club,Millbrook FC,5,2,5,24,6
MK-United,Chicken Wings/2,2,1,5,24,6
Wartti/Wild Boars,FC Kontu/KoVa,1,2,5,24,6
Valtti/3,FC Parseh,2,2,5,24,6
Millbrook FC,Wartti/Wild Boars,6,0,5,24,6
FC Kontu/KoVa,Valtti/3,5,2,5,24,6
Chicken Wings/2,Afro Foot Club,2,0,5,24,6
Andalus FC,MK-United,1,1,5,24,6
Afro Foot Club,FC Kontu/KoVa,4,3,5,24,6
Millbrook FC,Chicken Wings/2,2,2,5,24,6
FC Parseh,Chicken Wings/2,0,6,5,24,6
Wartti/Wild Boars,MK-United,1,3,5,24,6
Valtti/3,Andalus FC,4,1,5,24,6
Andalus FC,Afro Foot Club,1,2,5,24,6
Millbrook FC,Valtti/3,7,2,5,24,6
Chicken Wings/2,Wartti/Wild Boars,2,3,5,24,6
MK-United,FC Parseh,6,0,5,24,6
FC Kontu/KoVa,Millbrook FC,0,9,5,24,6
Wartti/Wild Boars,Afro Foot Club,2,3,5,24,6
FC Parseh,Andalus FC,3,5,5,24,6
MK-United,Valtti/3,4,5,5,24,6
Andalus FC,FC Kontu/KoVa,5,0,5,24,6
Afro Foot Club,FC Parseh,2,3,5,24,6
Valtti/3,Wartti/Wild Boars,2,3,5,24,6
FCFJ,Nikinmäki United,4,0,5,24,7
RiPS/2,HyPS/2,2,1,5,24,7
FC Korso/United,KP-75/SaPo,11,1,5,24,7
I-HK,Gnistan/3,12,8,5,24,7
Pelikaani,KoiPS/Dynamo,0,3,5,24,7
RiPS/2,I-HK,2,1,5,24,7
KP-75/SaPo,Pelikaani,2,4,5,24,7
HyPS/2,I-HK,6,1,5,24,7
HyPS/2,KP-75/SaPo,8,0,5,24,7
Gnistan/3,FC Korso/United,6,1,5,24,7
KoiPS/Dynamo,FCFJ,2,3,5,24,7
Nikinmäki United,RiPS/2,3,4,5,24,7
RiPS/2,FC Korso/United,5,1,5,24,7
Pelikaani,Gnistan/3,2,3,5,24,7
KoiPS/Dynamo,Nikinmäki United,3,2,5,24,7
KP-75/SaPo,KoiPS/Dynamo,1,2,5,24,7
FC Korso/United,FCFJ,4,6,5,24,7
I-HK,Pelikaani,5,1,5,24,7
Gnistan/3,RiPS/2,6,2,5,24,7
Nikinmäki United,HyPS/2,5,5,5,24,7
FC Korso/United,Nikinmäki United,5,1,5,24,7
Pelikaani,HyPS/2,2,5,5,24,7
KoiPS/Dynamo,I-HK,2,3,5,24,7
FCFJ,Gnistan/3,3,2,5,24,7
KP-75/SaPo,Nikinmäki United,1,5,5,24,7
HyPS/2,FCFJ,2,6,5,24,7
I-HK,FC Korso/United,1,4,5,24,7
Pelikaani,RiPS/2,1,5,5,24,7
Gnistan/3,KoiPS/Dynamo,4,7,5,24,7
FC Korso/United,Pelikaani,7,3,5,24,7
KoiPS/Dynamo,HyPS/2,1,2,5,24,7
Nikinmäki United,Gnistan/3,5,5,5,24,7
FCFJ,KP-75/SaPo,10,0,5,24,7
KP-75/SaPo,Gnistan/3,1,6,5,24,7
HyPS/2,FC Korso/United,2,5,5,24,7
KoiPS/Dynamo,RiPS/2,1,3,5,24,7
Nikinmäki United,I-HK,6,2,5,24,7
FCFJ,Pelikaani,9,1,5,24,7
RiPS/2,FCFJ,2,2,5,24,7
I-HK,KP-75/SaPo,7,0,5,24,7
FC Korso/United,KoiPS/Dynamo,5,2,5,24,7
Pelikaani,Nikinmäki United,1,2,5,24,7
Gnistan/3,HyPS/2,2,4,5,24,7
KP-75/SaPo,FC Korso/United,1,6,5,24,7
Gnistan/3,I-HK,8,1,5,24,7
HyPS/2,RiPS/2,2,1,5,24,7
KoiPS/Dynamo,Pelikaani,2,1,5,24,7
Nikinmäki United,FCFJ,4,4,5,24,7
KoiPS/Dynamo,FC Korso/United,6,3,5,24,7
I-HK,HyPS/2,3,2,5,24,7
FC Korso/United,Gnistan/3,3,3,5,24,7
RiPS/2,Nikinmäki United,3,3,5,24,7
Pelikaani,KP-75/SaPo,6,1,5,24,7
FCFJ,KoiPS/Dynamo,6,1,5,24,7
KP-75/SaPo,HyPS/2,4,8,5,24,7
I-HK,FCFJ,2,3,5,24,7
FC Korso/United,RiPS/2,5,0,5,24,7
Gnistan/3,Pelikaani,1,1,5,24,7
Nikinmäki United,KoiPS/Dynamo,1,2,5,24,7
HyPS/2,Nikinmäki United,4,1,5,24,7
RiPS/2,Gnistan/3,5,1,5,24,7
Pelikaani,I-HK,1,3,5,24,7
KoiPS/Dynamo,KP-75/SaPo,4,1,5,24,7
FCFJ,FC Korso/United,0,3,5,24,7
KP-75/SaPo,RiPS/2,1,6,5,24,7
I-HK,KoiPS/Dynamo,4,2,5,24,7
HyPS/2,Pelikaani,4,2,5,24,7
Gnistan/3,FCFJ,1,3,5,24,7
Nikinmäki United,FC Korso/United,5,1,5,24,7
FC Korso/United,I-HK,1,1,5,24,7
RiPS/2,Pelikaani,1,3,5,24,7
KoiPS/Dynamo,Gnistan/3,3,3,5,24,7
Nikinmäki United,KP-75/SaPo,8,1,5,24,7
FCFJ,HyPS/2,0,4,5,24,7
KP-75/SaPo,FCFJ,2,12,5,24,7
I-HK,RiPS/2,1,3,5,24,7
HyPS/2,KoiPS/Dynamo,6,1,5,24,7
Pelikaani,FC Korso/United,3,7,5,24,7
Gnistan/3,Nikinmäki United,2,1,5,24,7
RiPS/2,KoiPS/Dynamo,1,1,5,24,7
I-HK,Nikinmäki United,2,1,5,24,7
FC Korso/United,HyPS/2,2,2,5,24,7
Gnistan/3,KP-75/SaPo,6,3,5,24,7
Pelikaani,FCFJ,0,6,5,24,7
KP-75/SaPo,I-HK,0,7,5,24,7
HyPS/2,Gnistan/3,15,1,5,24,7
FCFJ,RiPS/2,2,2,5,24,7
Nikinmäki United,Pelikaani,2,1,5,24,7
OPedot,Union Plaani/17,6,0,5,24,8
HP-47,Flamingo United,3,3,5,24,8
Nopsa,KyPa,7,4,5,24,8
FC Kuusysi/2,Korian Klubi,3,1,5,24,8
HaPK Edustus/2,Jäppärä,0,5,5,24,8
Jäppärä,HP-47,8,4,5,24,8
Union Plaani/17,FC Kuusysi/2,1,2,5,24,8
Flamingo United,Nopsa,4,4,5,24,8
Korian Klubi,HaPK Edustus/2,2,3,5,24,8
OPedot,HaPK Edustus/2,8,0,5,24,8
KyPa,Union Plaani/17,7,2,5,24,8
Nopsa,Jäppärä,1,4,5,24,8
Korian Klubi,Flamingo United,2,1,5,24,8
FC Kuusysi/2,HP-47,1,0,5,24,8
Jäppärä,FC Kuusysi/2,2,5,5,24,8
HP-47,OPedot,3,1,5,24,8
HaPK Edustus/2,Nopsa,1,12,5,24,8
Jäppärä,OPedot,3,1,5,24,8
KyPa,HaPK Edustus/2,3,2,5,24,8
HP-47,Union Plaani/17,4,1,5,24,8
Nopsa,Korian Klubi,5,3,5,24,8
FC Kuusysi/2,Flamingo United,2,5,5,24,8
Jäppärä,KyPa,1,5,5,24,8
Flamingo United,Union Plaani/17,4,1,5,24,8
Korian Klubi,OPedot,2,3,5,24,8
Nopsa,FC Kuusysi/2,3,1,5,24,8
HaPK Edustus/2,HP-47,3,5,5,24,8
Union Plaani/17,Jäppärä,3,0,5,24,8
OPedot,Flamingo United,0,1,5,24,8
HP-47,Nopsa,2,3,5,24,8
KyPa,Korian Klubi,4,0,5,24,8
FC Kuusysi/2,HaPK Edustus/2,2,0,5,24,8
Union Plaani/17,HaPK Edustus/2,4,1,5,24,8
OPedot,Nopsa,1,3,5,24,8
Jäppärä,Flamingo United,1,7,5,24,8
KyPa,FC Kuusysi/2,6,0,5,24,8
Korian Klubi,HP-47,7,0,5,24,8
Jäppärä,Korian Klubi,2,1,5,24,8
HP-47,KyPa,5,2,5,24,8
Nopsa,Union Plaani/17,3,2,5,24,8
FC Kuusysi/2,OPedot,3,2,5,24,8
HaPK Edustus/2,Flamingo United,2,3,5,24,8
Union Plaani/17,Korian Klubi,1,4,5,24,8
Korian Klubi,Jäppärä,9,2,5,24,8
Union Plaani/17,OPedot,0,2,5,24,8
Jäppärä,HaPK Edustus/2,2,3,5,24,8
KyPa,Nopsa,4,8,5,24,8
Flamingo United,HP-47,0,0,5,24,8
Korian Klubi,FC Kuusysi/2,2,3,5,24,8
Jäppärä,Union Plaani/17,6,1,5,24,8
OPedot,KyPa,4,1,5,24,8
HP-47,Jäppärä,2,3,5,24,8
FC Kuusysi/2,Union Plaani/17,2,1,5,24,8
Nopsa,Flamingo United,4,1,5,24,8
HaPK Edustus/2,Korian Klubi,6,2,5,24,8
Union Plaani/17,KyPa,2,4,5,24,8
Jäppärä,Nopsa,2,3,5,24,8
HP-47,FC Kuusysi/2,1,1,5,24,8
Flamingo United,Korian Klubi,1,4,5,24,8
HaPK Edustus/2,OPedot,3,0,5,24,8
OPedot,HP-47,1,1,5,24,8
KyPa,Flamingo United,1,3,5,24,8
Korian Klubi,Union Plaani/17,5,0,5,24,8
Nopsa,HaPK Edustus/2,10,2,5,24,8
FC Kuusysi/2,Jäppärä,1,0,5,24,8
Union Plaani/17,HP-47,0,2,5,24,8
OPedot,Jäppärä,0,2,5,24,8
Flamingo United,FC Kuusysi/2,7,2,5,24,8
Korian Klubi,Nopsa,5,1,5,24,8
HaPK Edustus/2,KyPa,4,10,5,24,8
Union Plaani/17,Flamingo United,10,2,5,24,8
OPedot,Korian Klubi,2,5,5,24,8
HP-47,HaPK Edustus/2,4,0,5,24,8
KyPa,Jäppärä,3,2,5,24,8
FC Kuusysi/2,Nopsa,2,2,5,24,8
Flamingo United,OPedot,0,5,5,24,8
Nopsa,HP-47,5,3,5,24,8
Korian Klubi,KyPa,0,0,5,24,8
HaPK Edustus/2,FC Kuusysi/2,0,0,5,24,8
Nopsa,OPedot,5,1,5,24,8
HP-47,Korian Klubi,5,0,5,24,8
Flamingo United,Jäppärä,0,7,5,24,8
HaPK Edustus/2,Union Plaani/17,4,4,5,24,8
FC Kuusysi/2,KyPa,0,5,5,24,8
OPedot,FC Kuusysi/2,5,3,5,24,8
KyPa,HP-47,6,3,5,24,8
Flamingo United,HaPK Edustus/2,3,1,5,24,8
Union Plaani/17,Nopsa,3,7,5,24,8
LoPa/2,EBK/Reservi,6,0,5,23,1
KaPy,EsPa/United,0,4,5,23,1
PEF,FC Kirkkonummi/2,13,0,5,23,1
Olarin Kiksi,FC WILD,2,5,5,23,1
EPS/2,Atleettiklubi,5,3,5,23,1
FC Kirkkonummi/2,FC WILD,3,0,5,23,1
EBK/Reservi,PEF,5,4,5,23,1
Atleettiklubi,KaPy,0,7,5,23,1
FC Kirkkonummi/2,Olarin Kiksi,3,2,5,23,1
EsPa/United,LoPa/2,1,1,5,23,1
FC WILD,EPS/2,0,1,5,23,1
FC WILD,LoPa/2,1,4,5,23,1
KaPy,PEF,0,4,5,23,1
Olarin Kiksi,EBK/Reservi,3,0,5,23,1
EPS/2,LoPa/2,1,5,5,23,1
EsPa/United,FC Kirkkonummi/2,5,1,5,23,1
FC WILD,Atleettiklubi,5,2,5,23,1
PEF,EPS/2,4,0,5,23,1
EBK/Reservi,KaPy,4,3,5,23,1
Atleettiklubi,EsPa/United,4,13,5,23,1
LoPa/2,Olarin Kiksi,2,4,5,23,1
KaPy,FC Kirkkonummi/2,1,0,5,23,1
EPS/2,EBK/Reservi,0,5,5,23,1
Olarin Kiksi,EsPa/United,2,3,5,23,1
PEF,Atleettiklubi,3,2,5,23,1
EsPa/United,EPS/2,2,1,5,23,1
Olarin Kiksi,KaPy,2,1,5,23,1
FC Kirkkonummi/2,Atleettiklubi,5,0,5,23,1
LoPa/2,PEF,2,0,5,23,1
EBK/Reservi,FC WILD,12,2,5,23,1
PEF,Olarin Kiksi,4,0,5,23,1
EPS/2,FC Kirkkonummi/2,1,5,5,23,1
Atleettiklubi,EBK/Reservi,1,11,5,23,1
KaPy,LoPa/2,2,2,5,23,1
FC WILD,EsPa/United,1,4,5,23,1
EPS/2,Olarin Kiksi,3,5,5,23,1
EsPa/United,PEF,3,2,5,23,1
Atleettiklubi,LoPa/2,0,3,5,23,1
FC Kirkkonummi/2,EBK/Reservi,0,3,5,23,1
FC WILD,KaPy,0,6,5,23,1
KaPy,EPS/2,1,0,5,23,1
PEF,FC WILD,12,0,5,23,1
Olarin Kiksi,Atleettiklubi,8,0,5,23,1
EBK/Reservi,EsPa/United,5,2,5,23,1
LoPa/2,FC Kirkkonummi/2,4,1,5,23,1
EsPa/United,KaPy,3,1,5,23,1
FC Kirkkonummi/2,PEF,3,0,5,23,1
Atleettiklubi,EPS/2,1,1,5,23,1
EBK/Reservi,LoPa/2,4,0,5,23,1
FC WILD,Olarin Kiksi,3,1,5,23,1
PEF,EBK/Reservi,2,2,5,23,1
Olarin Kiksi,FC Kirkkonummi/2,1,5,5,23,1
LoPa/2,EsPa/United,5,1,5,23,1
KaPy,Atleettiklubi,4,1,5,23,1
EPS/2,FC WILD,5,2,5,23,1
PEF,KaPy,1,0,5,23,1
Atleettiklubi,FC WILD,0,6,5,23,1
EBK/Reservi,Olarin Kiksi,2,0,5,23,1
FC Kirkkonummi/2,EsPa/United,2,0,5,23,1
LoPa/2,EPS/2,2,1,5,23,1
EPS/2,PEF,0,6,5,23,1
EsPa/United,Atleettiklubi,2,2,5,23,1
Olarin Kiksi,LoPa/2,3,0,5,23,1
KaPy,EBK/Reservi,0,4,5,23,1
FC WILD,FC Kirkkonummi/2,0,4,5,23,1
EsPa/United,Olarin Kiksi,3,0,5,23,1
EBK/Reservi,EPS/2,4,3,5,23,1
Atleettiklubi,PEF,1,14,5,23,1
FC Kirkkonummi/2,KaPy,2,2,5,23,1
LoPa/2,FC WILD,4,2,5,23,1
KaPy,Olarin Kiksi,1,1,5,23,1
EPS/2,EsPa/United,1,1,5,23,1
PEF,LoPa/2,1,4,5,23,1
Atleettiklubi,FC Kirkkonummi/2,0,6,5,23,1
FC WILD,EBK/Reservi,0,1,5,23,1
EsPa/United,FC WILD,12,4,5,23,1
Olarin Kiksi,PEF,1,1,5,23,1
EBK/Reservi,Atleettiklubi,2,1,5,23,1
FC Kirkkonummi/2,EPS/2,5,1,5,23,1
LoPa/2,KaPy,3,3,5,23,1
KaPy,FC WILD,6,0,5,23,1
Olarin Kiksi,EPS/2,2,0,5,23,1
EBK/Reservi,FC Kirkkonummi/2,2,2,5,23,1
PEF,EsPa/United,3,1,5,23,1
LoPa/2,Atleettiklubi,3,0,5,23,1
EsPa/United,EBK/Reservi,1,3,5,23,1
EPS/2,KaPy,1,4,5,23,1
Atleettiklubi,Olarin Kiksi,1,3,5,23,1
FC Kirkkonummi/2,LoPa/2,8,1,5,23,1
FC WILD,PEF,0,1,5,23,1
PPV,PEP,1,4,5,23,2
Pöxyt/TN,FC Babylon,9,1,5,23,2
LePa/2,AC Rastaala,5,1,5,23,2
Colo-Colo,Kasiysi,3,1,5,23,2
FC Kirkkonummi/3,FC POHU/JäPa,2,2,5,23,2
FC POHU/JäPa,LePa/2,2,2,5,23,2
Kasiysi,Pöxyt/TN,2,7,5,23,2
PEP,Colo-Colo,4,1,5,23,2
AC Rastaala,PPV,2,6,5,23,2
FC Babylon,FC Kirkkonummi/3,3,4,5,23,2
FC POHU/JäPa,PEP,2,2,5,23,2
Kasiysi,FC Babylon,3,0,5,23,2
Pöxyt/TN,LePa/2,0,2,5,23,2
Colo-Colo,AC Rastaala,6,1,5,23,2
FC Kirkkonummi/3,PPV,5,5,5,23,2
PPV,Pöxyt/TN,0,10,5,23,2
PEP,Kasiysi,0,1,5,23,2
AC Rastaala,FC Kirkkonummi/3,1,5,5,23,2
FC Babylon,FC POHU/JäPa,2,3,5,23,2
LePa/2,Colo-Colo,6,1,5,23,2
Kasiysi,LePa/2,0,6,5,23,2
PPV,FC Babylon,3,0,5,23,2
FC Kirkkonummi/3,PEP,3,4,5,23,2
Pöxyt/TN,AC Rastaala,5,2,5,23,2
Colo-Colo,FC POHU/JäPa,3,2,5,23,2
FC POHU/JäPa,Pöxyt/TN,2,3,5,23,2
PEP,FC Babylon,5,0,5,23,2
AC Rastaala,Kasiysi,2,0,5,23,2
Colo-Colo,FC Kirkkonummi/3,4,4,5,23,2
LePa/2,PPV,6,0,5,23,2
Kasiysi,FC POHU/JäPa,2,2,5,23,2
PPV,Colo-Colo,2,2,5,23,2
Pöxyt/TN,PEP,6,0,5,23,2
FC Babylon,AC Rastaala,1,0,5,23,2
FC Kirkkonummi/3,LePa/2,1,5,5,23,2
Kasiysi,FC Kirkkonummi/3,0,2,5,23,2
PEP,AC Rastaala,5,1,5,23,2
Pöxyt/TN,Colo-Colo,10,0,5,23,2
FC POHU/JäPa,PPV,1,5,5,23,2
FC Babylon,LePa/2,0,5,5,23,2
PPV,Kasiysi,7,1,5,23,2
AC Rastaala,FC POHU/JäPa,2,4,5,23,2
Colo-Colo,FC Babylon,2,0,5,23,2
LePa/2,PEP,5,0,5,23,2
FC Kirkkonummi/3,Pöxyt/TN,1,0,5,23,2
FC POHU/JäPa,FC Kirkkonummi/3,1,1,5,23,2
Kasiysi,Colo-Colo,2,4,5,23,2
PEP,PPV,2,3,5,23,2
AC Rastaala,LePa/2,0,8,5,23,2
FC Babylon,Pöxyt/TN,0,10,5,23,2
FC Babylon,Colo-Colo,0,2,5,23,2
PPV,AC Rastaala,1,1,5,23,2
Pöxyt/TN,Kasiysi,11,1,5,23,2
Colo-Colo,PEP,2,0,5,23,2
LePa/2,FC POHU/JäPa,4,2,5,23,2
FC Kirkkonummi/3,FC Babylon,2,4,5,23,2
PPV,FC Kirkkonummi/3,2,2,5,23,2
PEP,FC POHU/JäPa,1,3,5,23,2
AC Rastaala,Colo-Colo,2,2,5,23,2
LePa/2,Pöxyt/TN,0,0,5,23,2
FC Babylon,Kasiysi,1,0,5,23,2
Colo-Colo,LePa/2,1,3,5,23,2
Kasiysi,PEP,1,6,5,23,2
Pöxyt/TN,PPV,2,2,5,23,2
FC POHU/JäPa,FC Babylon,1,2,5,23,2
FC Kirkkonummi/3,AC Rastaala,2,1,5,23,2
FC POHU/JäPa,Colo-Colo,0,4,5,23,2
PEP,FC Kirkkonummi/3,1,0,5,23,2
AC Rastaala,Pöxyt/TN,1,4,5,23,2
FC Babylon,PPV,1,2,5,23,2
LePa/2,Kasiysi,6,2,5,23,2
Kasiysi,AC Rastaala,6,1,5,23,2
PPV,LePa/2,0,7,5,23,2
Pöxyt/TN,FC POHU/JäPa,7,1,5,23,2
FC Babylon,PEP,0,3,5,23,2
FC Kirkkonummi/3,Colo-Colo,3,4,5,23,2
FC POHU/JäPa,Kasiysi,1,1,5,23,2
PEP,Pöxyt/TN,0,3,5,23,2
AC Rastaala,FC Babylon,1,6,5,23,2
Colo-Colo,PPV,6,1,5,23,2
LePa/2,FC Kirkkonummi/3,8,1,5,23,2
PPV,FC POHU/JäPa,2,1,5,23,2
AC Rastaala,PEP,1,6,5,23,2
Colo-Colo,Pöxyt/TN,0,1,5,23,2
LePa/2,FC Babylon,5,0,5,23,2
FC Kirkkonummi/3,Kasiysi,0,0,5,23,2
FC POHU/JäPa,AC Rastaala,3,1,5,23,2
Kasiysi,PPV,4,1,5,23,2
PEP,LePa/2,1,4,5,23,2
Pöxyt/TN,FC Kirkkonummi/3,6,0,5,23,2
HePu,FC Spital,1,6,5,23,3
SAPA/Savanna,ToTe/Tapio,3,4,5,23,3
Tavastia,HIFK/3,1,1,5,23,3
PPJ/LeJa,PPV/Seos,2,2,5,23,3
FC POHU/KY United,HJK/Kantsu,1,6,5,23,3
FC Spital,FC POHU/KY United,1,1,5,23,3
HIFK/3,HePu,1,2,5,23,3
PPV/Seos,SAPA/Savanna,1,1,5,23,3
ToTe/Tapio,Tavastia,6,2,5,23,3
SAPA/Savanna,HePu,3,1,5,23,3
HJK/Kantsu,PPV/Seos,10,0,5,23,3
ToTe/Tapio,FC Spital,4,1,5,23,3
PPJ/LeJa,Tavastia,1,0,5,23,3
FC POHU/KY United,HIFK/3,2,4,5,23,3
FC Spital,HJK/Kantsu,1,0,5,23,3
HIFK/3,SAPA/Savanna,0,1,5,23,3
PPV/Seos,ToTe/Tapio,3,7,5,23,3
Tavastia,FC POHU/KY United,1,3,5,23,3
HePu,PPJ/LeJa,0,8,5,23,3
SAPA/Savanna,FC Spital,2,7,5,23,3
HJK/Kantsu,Tavastia,7,0,5,23,3
PPJ/LeJa,HIFK/3,0,0,5,23,3
FC POHU/KY United,ToTe/Tapio,1,6,5,23,3
HePu,PPV/Seos,0,1,5,23,3
FC Spital,PPV/Seos,5,1,5,23,3
HIFK/3,HJK/Kantsu,1,12,5,23,3
ToTe/Tapio,PPJ/LeJa,7,4,5,23,3
FC POHU/KY United,SAPA/Savanna,3,2,5,23,3
Tavastia,HePu,2,1,5,23,3
SAPA/Savanna,Tavastia,1,1,5,23,3
HJK/Kantsu,ToTe/Tapio,8,0,5,23,3
HePu,FC POHU/KY United,0,4,5,23,3
PPV/Seos,HIFK/3,0,1,5,23,3
PPJ/LeJa,FC Spital,2,3,5,23,3
FC Spital,HIFK/3,1,2,5,23,3
HJK/Kantsu,SAPA/Savanna,9,2,5,23,3
PPV/Seos,Tavastia,2,2,5,23,3
ToTe/Tapio,HePu,3,1,5,23,3
PPJ/LeJa,FC POHU/KY United,1,3,5,23,3
SAPA/Savanna,PPJ/LeJa,2,2,5,23,3
Tavastia,FC Spital,2,3,5,23,3
HIFK/3,ToTe/Tapio,1,4,5,23,3
HePu,HJK/Kantsu,0,2,5,23,3
FC POHU/KY United,PPV/Seos,1,1,5,23,3
HJK/Kantsu,FC POHU/KY United,5,2,5,23,3
PPV/Seos,PPJ/LeJa,1,3,5,23,3
FC Spital,HePu,3,2,5,23,3
ToTe/Tapio,SAPA/Savanna,2,0,5,23,3
HIFK/3,Tavastia,3,4,5,23,3
Tavastia,ToTe/Tapio,1,6,5,23,3
HePu,HIFK/3,2,0,5,23,3
PPJ/LeJa,HJK/Kantsu,2,3,5,23,3
FC POHU/KY United,FC Spital,0,2,5,23,3
SAPA/Savanna,PPV/Seos,4,2,5,23,3
HePu,SAPA/Savanna,2,1,5,23,3
HIFK/3,FC POHU/KY United,1,0,5,23,3
PPV/Seos,HJK/Kantsu,0,1,5,23,3
Tavastia,PPJ/LeJa,2,2,5,23,3
FC Spital,ToTe/Tapio,4,1,5,23,3
SAPA/Savanna,HIFK/3,3,3,5,23,3
HJK/Kantsu,FC Spital,1,6,5,23,3
ToTe/Tapio,PPV/Seos,4,1,5,23,3
PPJ/LeJa,HePu,3,3,5,23,3
FC POHU/KY United,Tavastia,4,1,5,23,3
HIFK/3,PPJ/LeJa,0,2,5,23,3
PPV/Seos,HePu,0,0,5,23,3
FC Spital,SAPA/Savanna,1,1,5,23,3
ToTe/Tapio,FC POHU/KY United,3,0,5,23,3
Tavastia,HJK/Kantsu,2,4,5,23,3
SAPA/Savanna,FC POHU/KY United,0,5,5,23,3
HJK/Kantsu,HIFK/3,2,0,5,23,3
PPV/Seos,FC Spital,0,3,5,23,3
