team_home,team_away,goals_home,goals_away,league_division,season,group
FC FC,EsPa/United,6,1,5,22,3
PPV,PPJ/Lauttasaari,3,3,5,22,3
CLE,FC POHU/Futboleros,6,0,5,22,3
HJK/Kantsu,FC POHU/Futboleros,9,0,5,22,3
CLE,EsPa/United,11,0,5,22,3
FC Babylon,PPV,1,1,5,22,3
FC FC,Ponnistus/2,0,4,5,22,3
PPJ/Lauttasaari,FC Puimur/2,13,1,5,22,3
EsPa/United,PPJ/Lauttasaari,0,4,5,22,3
FC Puimur/2,HJK/Kantsu,3,5,5,22,3
PPV,FC FC,6,2,5,22,3
FC POHU/Futboleros,CLE,1,3,5,22,3
Ponnistus/2,FC Babylon,1,3,5,22,3
CLE,PPJ/Lauttasaari,1,3,5,22,3
HJK/Kantsu,Ponnistus/2,7,2,5,22,3
FC Babylon,EsPa/United,1,0,5,22,3
FC POHU/Futboleros,PPV,3,3,5,22,3
CLE,FC Puimur/2,4,2,5,22,3
PPJ/Lauttasaari,FC FC,2,0,5,22,3
FC Puimur/2,FC Babylon,3,2,5,22,3
Ponnistus/2,PPV,3,0,5,22,3
FC FC,CLE,1,6,5,22,3
EsPa/United,FC POHU/Futboleros,4,2,5,22,3
PPJ/Lauttasaari,HJK/Kantsu,2,0,5,22,3
FC POHU/Futboleros,PPJ/Lauttasaari,1,11,5,22,3
HJK/Kantsu,EsPa/United,6,1,5,22,3
FC Babylon,FC FC,1,0,5,22,3
CLE,Ponnistus/2,1,0,5,22,3
PPV,FC Puimur/2,2,1,5,22,3
Ponnistus/2,FC Puimur/2,3,2,5,22,3
PPV,EsPa/United,1,4,5,22,3
FC Babylon,HJK/Kantsu,2,2,5,22,3
FC FC,FC POHU/Futboleros,1,2,5,22,3
HJK/Kantsu,CLE,1,1,5,22,3
FC POHU/Futboleros,FC Babylon,3,4,5,22,3
FC Puimur/2,FC FC,2,4,5,22,3
EsPa/United,Ponnistus/2,3,1,5,22,3
PPJ/Lauttasaari,PPV,7,1,5,22,3
CLE,HJK/Kantsu,0,0,5,22,3
FC FC,FC Puimur/2,0,3,5,22,3
Ponnistus/2,EsPa/United,2,0,5,22,3
FC Babylon,PPJ/Lauttasaari,1,2,5,22,3
PPV,CLE,2,6,5,22,3
Ponnistus/2,FC POHU/Futboleros,4,1,5,22,3
FC Puimur/2,EsPa/United,3,3,5,22,3
FC FC,HJK/Kantsu,0,3,5,22,3
EsPa/United,FC FC,8,1,5,22,3
HJK/Kantsu,PPV,9,1,5,22,3
FC POHU/Futboleros,FC Puimur/2,3,3,5,22,3
CLE,FC Babylon,4,2,5,22,3
PPJ/Lauttasaari,Ponnistus/2,2,2,5,22,3
EsPa/United,CLE,1,6,5,22,3
PPV,FC Babylon,1,2,5,22,3
FC POHU/Futboleros,HJK/Kantsu,1,6,5,22,3
FC Puimur/2,PPJ/Lauttasaari,2,5,5,22,3
Ponnistus/2,FC FC,2,0,5,22,3
HJK/Kantsu,FC Puimur/2,9,2,5,22,3
FC Babylon,Ponnistus/2,0,2,5,22,3
FC FC,PPV,1,6,5,22,3
PPJ/Lauttasaari,EsPa/United,4,2,5,22,3
EsPa/United,FC Babylon,3,1,5,22,3
Ponnistus/2,HJK/Kantsu,2,5,5,22,3
FC Puimur/2,CLE,0,2,5,22,3
FC FC,PPJ/Lauttasaari,0,3,5,22,3
PPV,FC POHU/Futboleros,3,5,5,22,3
HJK/Kantsu,PPJ/Lauttasaari,1,1,5,22,3
FC Babylon,FC Puimur/2,2,2,5,22,3
CLE,FC FC,6,1,5,22,3
PPV,Ponnistus/2,3,0,5,22,3
FC POHU/Futboleros,EsPa/United,2,3,5,22,3
FC Puimur/2,PPV,3,1,5,22,3
Ponnistus/2,CLE,3,4,5,22,3
EsPa/United,HJK/Kantsu,1,5,5,22,3
FC FC,FC Babylon,0,6,5,22,3
HJK/Kantsu,FC Babylon,1,1,5,22,3
FC POHU/Futboleros,FC FC,4,1,5,22,3
EsPa/United,PPV,1,2,5,22,3
PPJ/Lauttasaari,CLE,4,0,5,22,3
FC Puimur/2,Ponnistus/2,1,5,5,22,3
FC Babylon,FC POHU/Futboleros,6,1,5,22,3
HJK/Yellow,FC Kiffen/2,2,3,5,22,4
Vesa/Töölö,HePu,5,3,5,22,4
Colo-Colo,FC POHU/Simpsons,1,1,5,22,4
FC Germania,FC Kiffen/2,2,3,5,22,4
Etu-Töölön Urhot,Ellas,1,1,5,22,4
Tavastia,HJK/Yellow,6,2,5,22,4
Etu-Töölön Urhot,HJK/Yellow,0,3,5,22,4
Ellas,FC Germania,1,3,5,22,4
HJK/Yellow,Colo-Colo,0,4,5,22,4
FC POHU/Simpsons,Vesa/Töölö,3,0,5,22,4
FC Kiffen/2,Tavastia,4,4,5,22,4
HePu,Etu-Töölön Urhot,2,4,5,22,4
FC POHU/Simpsons,HePu,7,0,5,22,4
Vesa/Töölö,FC Germania,3,2,5,22,4
Colo-Colo,FC Kiffen/2,2,2,5,22,4
Etu-Töölön Urhot,Tavastia,1,0,5,22,4
Ellas,HJK/Yellow,1,0,5,22,4
Vesa/Töölö,Colo-Colo,2,3,5,22,4
HJK/Yellow,FC POHU/Simpsons,1,4,5,22,4
FC Germania,Colo-Colo,1,2,5,22,4
Tavastia,Vesa/Töölö,1,0,5,22,4
FC Kiffen/2,Etu-Töölön Urhot,2,4,5,22,4
HePu,Ellas,1,2,5,22,4
FC POHU/Simpsons,FC Germania,0,3,5,22,4
Tavastia,HePu,1,0,5,22,4
Colo-Colo,Ellas,1,2,5,22,4
Vesa/Töölö,FC Kiffen/2,1,2,5,22,4
Ellas,Vesa/Töölö,2,4,5,22,4
HJK/Yellow,HePu,2,2,5,22,4
Colo-Colo,Etu-Töölön Urhot,4,4,5,22,4
FC Kiffen/2,FC POHU/Simpsons,0,5,5,22,4
FC Germania,Tavastia,1,0,5,22,4
Etu-Töölön Urhot,FC Germania,0,4,5,22,4
Tavastia,Colo-Colo,2,2,5,22,4
FC POHU/Simpsons,Ellas,4,2,5,22,4
Vesa/Töölö,HJK/Yellow,2,1,5,22,4
HePu,FC Kiffen/2,2,2,5,22,4
FC POHU/Simpsons,Etu-Töölön Urhot,1,4,5,22,4
Ellas,Tavastia,0,2,5,22,4
HePu,FC Germania,1,2,5,22,4
Tavastia,FC POHU/Simpsons,2,1,5,22,4
Etu-Töölön Urhot,Vesa/Töölö,7,1,5,22,4
FC Germania,HJK/Yellow,2,0,5,22,4
FC Kiffen/2,Ellas,1,5,5,22,4
Colo-Colo,HePu,0,1,5,22,4
Etu-Töölön Urhot,FC POHU/Simpsons,1,1,5,22,4
Tavastia,Ellas,3,1,5,22,4
FC Kiffen/2,HJK/Yellow,4,1,5,22,4
Colo-Colo,Vesa/Töölö,7,2,5,22,4
FC Germania,HePu,1,1,5,22,4
FC POHU/Simpsons,Colo-Colo,3,2,5,22,4
HJK/Yellow,Tavastia,1,1,5,22,4
FC Kiffen/2,FC Germania,3,5,5,22,4
Ellas,Etu-Töölön Urhot,2,6,5,22,4
HePu,Vesa/Töölö,4,1,5,22,4
Etu-Töölön Urhot,HePu,0,5,5,22,4
Tavastia,FC Kiffen/2,5,0,5,22,4
Vesa/Töölö,FC POHU/Simpsons,3,0,5,22,4
Colo-Colo,HJK/Yellow,5,1,5,22,4
FC Germania,Ellas,0,1,5,22,4
HePu,FC POHU/Simpsons,2,1,5,22,4
FC Kiffen/2,Colo-Colo,3,2,5,22,4
HJK/Yellow,Ellas,0,1,5,22,4
FC Germania,Vesa/Töölö,3,1,5,22,4
Tavastia,Etu-Töölön Urhot,1,3,5,22,4
Etu-Töölön Urhot,FC Kiffen/2,14,0,5,22,4
Vesa/Töölö,Tavastia,7,2,5,22,4
FC POHU/Simpsons,HJK/Yellow,1,1,5,22,4
Ellas,HePu,0,1,5,22,4
Colo-Colo,FC Germania,2,2,5,22,4
Ellas,Colo-Colo,2,1,5,22,4
FC Kiffen/2,Vesa/Töölö,2,5,5,22,4
HJK/Yellow,Etu-Töölön Urhot,8,2,5,22,4
FC Germania,FC POHU/Simpsons,2,3,5,22,4
HePu,Tavastia,2,0,5,22,4
Etu-Töölön Urhot,Colo-Colo,2,2,5,22,4
Vesa/Töölö,Ellas,2,3,5,22,4
FC POHU/Simpsons,FC Kiffen/2,10,0,5,22,4
HePu,HJK/Yellow,1,2,5,22,4
Tavastia,FC Germania,2,4,5,22,4
HJK/Yellow,Vesa/Töölö,3,2,5,22,4
Ellas,FC POHU/Simpsons,1,2,5,22,4
Colo-Colo,Tavastia,0,2,5,22,4
FC Kiffen/2,HePu,1,1,5,22,4
FC Germania,Etu-Töölön Urhot,2,0,5,22,4
HJK/Yellow,FC Germania,2,3,5,22,4
FC POHU/Simpsons,Tavastia,2,2,5,22,4
Ellas,FC Kiffen/2,1,2,5,22,4
HePu,Colo-Colo,0,0,5,22,4
Vesa/Töölö,Etu-Töölön Urhot,4,1,5,22,4
Käpylä Maanantai,FC KaKe,4,3,5,22,5
Jokerit FC,FC Hieho,2,5,5,22,5
ToTe/Ratapihan Dynamo,HJK/Lsalo,1,11,5,22,5
FC POHU/KY United,SAPA/2,7,2,5,22,5
LPS/Kuninkaat,FC Spital,0,0,5,22,5
HJK/Lsalo,FC KaKe,5,1,5,22,5
FC Hieho,LPS/Kuninkaat,2,1,5,22,5
SAPA/2,Jokerit FC,4,2,5,22,5
FC Spital,ToTe/Ratapihan Dynamo,3,1,5,22,5
FC KaKe,FC POHU/KY United,2,6,5,22,5
HJK/Lsalo,Käpylä Maanantai,4,1,5,22,5
FC Spital,LPS/Kuninkaat,2,0,5,22,5
ToTe/Ratapihan Dynamo,FC POHU/KY United,5,2,5,22,5
FC KaKe,FC Hieho,1,2,5,22,5
LPS/Kuninkaat,SAPA/2,0,2,5,22,5
FC Spital,HJK/Lsalo,4,4,5,22,5
Käpylä Maanantai,Jokerit FC,1,1,5,22,5
SAPA/2,Käpylä Maanantai,1,0,5,22,5
Jokerit FC,ToTe/Ratapihan Dynamo,5,2,5,22,5
FC Hieho,FC Spital,2,1,5,22,5
FC POHU/KY United,HJK/Lsalo,0,2,5,22,5
Jokerit FC,HJK/Lsalo,3,6,5,22,5
FC Spital,FC POHU/KY United,1,1,5,22,5
ToTe/Ratapihan Dynamo,SAPA/2,3,8,5,22,5
LPS/Kuninkaat,FC KaKe,2,2,5,22,5
Käpylä Maanantai,FC Hieho,2,4,5,22,5
SAPA/2,FC Spital,2,1,5,22,5
FC POHU/KY United,Jokerit FC,0,0,5,22,5
LPS/Kuninkaat,Käpylä Maanantai,6,2,5,22,5
FC KaKe,ToTe/Ratapihan Dynamo,2,2,5,22,5
FC Hieho,HJK/Lsalo,3,5,5,22,5
Käpylä Maanantai,FC POHU/KY United,0,2,5,22,5
Jokerit FC,LPS/Kuninkaat,2,2,5,22,5
HJK/Lsalo,SAPA/2,3,1,5,22,5
ToTe/Ratapihan Dynamo,FC Hieho,3,5,5,22,5
FC Spital,FC KaKe,4,1,5,22,5
FC Hieho,SAPA/2,4,1,5,22,5
ToTe/Ratapihan Dynamo,LPS/Kuninkaat,1,5,5,22,5
HJK/Lsalo,FC POHU/KY United,2,2,5,22,5
FC Spital,Käpylä Maanantai,2,2,5,22,5
FC KaKe,Jokerit FC,0,1,5,22,5
SAPA/2,FC KaKe,7,1,5,22,5
LPS/Kuninkaat,HJK/Lsalo,7,4,5,22,5
Jokerit FC,FC Spital,1,2,5,22,5
FC POHU/KY United,FC Hieho,2,2,5,22,5
Käpylä Maanantai,ToTe/Ratapihan Dynamo,1,2,5,22,5
LPS/Kuninkaat,Jokerit FC,2,2,5,22,5
SAPA/2,HJK/Lsalo,4,7,5,22,5
FC Hieho,ToTe/Ratapihan Dynamo,3,0,5,22,5
FC KaKe,FC Spital,1,6,5,22,5
FC Hieho,Jokerit FC,2,0,5,22,5
SAPA/2,FC POHU/KY United,1,3,5,22,5
FC KaKe,Käpylä Maanantai,5,0,5,22,5
HJK/Lsalo,ToTe/Ratapihan Dynamo,4,0,5,22,5
LPS/Kuninkaat,FC Hieho,5,1,5,22,5
Jokerit FC,SAPA/2,0,4,5,22,5
FC POHU/KY United,FC KaKe,2,1,5,22,5
Käpylä Maanantai,HJK/Lsalo,1,2,5,22,5
ToTe/Ratapihan Dynamo,FC Spital,1,3,5,22,5
FC POHU/KY United,ToTe/Ratapihan Dynamo,7,1,5,22,5
Jokerit FC,Käpylä Maanantai,2,2,5,22,5
FC Hieho,FC KaKe,5,0,5,22,5
SAPA/2,LPS/Kuninkaat,2,3,5,22,5
HJK/Lsalo,FC Spital,3,4,5,22,5
Käpylä Maanantai,SAPA/2,2,0,5,22,5
LPS/Kuninkaat,FC POHU/KY United,1,1,5,22,5
FC Spital,FC Hieho,1,3,5,22,5
FC KaKe,HJK/Lsalo,2,4,5,22,5
ToTe/Ratapihan Dynamo,Jokerit FC,7,0,5,22,5
FC Hieho,Käpylä Maanantai,3,1,5,22,5
FC POHU/KY United,FC Spital,0,2,5,22,5
HJK/Lsalo,Jokerit FC,6,2,5,22,5
SAPA/2,ToTe/Ratapihan Dynamo,1,1,5,22,5
FC KaKe,LPS/Kuninkaat,2,6,5,22,5
HJK/Lsalo,FC Hieho,3,3,5,22,5
Jokerit FC,FC POHU/KY United,1,2,5,22,5
FC Spital,SAPA/2,3,0,5,22,5
Käpylä Maanantai,LPS/Kuninkaat,1,6,5,22,5
ToTe/Ratapihan Dynamo,FC KaKe,1,1,5,22,5
Jokerit FC,FC KaKe,7,1,5,22,5
Käpylä Maanantai,FC Spital,1,5,5,22,5
SAPA/2,FC Hieho,1,2,5,22,5
LPS/Kuninkaat,ToTe/Ratapihan Dynamo,0,1,5,22,5
HJK/Lsalo,LPS/Kuninkaat,2,3,5,22,5
FC KaKe,SAPA/2,1,4,5,22,5
FC Spital,Jokerit FC,6,0,5,22,5
ToTe/Ratapihan Dynamo,Käpylä Maanantai,3,0,5,22,5
FC Hieho,FC POHU/KY United,1,1,5,22,5
SUMU,MPS/Atletico Akatemia,4,2,5,22,6
I-HK,FC Kontu/KoVa,2,3,5,22,6
LPS/2,I-HK,1,2,5,22,6
FC Kontu/KoVa,PuiU/86,9,2,5,22,6
Atlantis FC/PM,SUMU,5,0,5,22,6
MPS/Atletico Akatemia,FC Viikingit/Mordor,2,3,5,22,6
FC Kontu/KoVa,LPS/2,3,1,5,22,6
SUMU,I-HK,2,5,5,22,6
FC Viikingit/Mordor,FC Kontu/KoVa,1,5,5,22,6
Atlantis FC/PM,MPS/Atletico Akatemia,7,1,5,22,6
MPS/Atletico Akatemia,LPS/2,4,4,5,22,6
I-HK,FC Viikingit/Mordor,9,3,5,22,6
PuiU/86,SUMU,2,3,5,22,6
PuiU/86,MPS/Atletico Akatemia,2,5,5,22,6
SUMU,FC Kontu/KoVa,1,0,5,22,6
FC Viikingit/Mordor,LPS/2,1,3,5,22,6
Atlantis FC/PM,I-HK,2,2,5,22,6
I-HK,PuiU/86,3,0,5,22,6
LPS/2,SUMU,4,1,5,22,6
FC Kontu/KoVa,Atlantis FC/PM,0,6,5,22,6
MPS/Atletico Akatemia,FC Kontu/KoVa,3,0,5,22,6
PuiU/86,FC Viikingit/Mordor,1,1,5,22,6
Atlantis FC/PM,LPS/2,8,0,5,22,6
LPS/2,PuiU/86,1,3,5,22,6
SUMU,FC Viikingit/Mordor,2,2,5,22,6
MPS/Atletico Akatemia,I-HK,3,2,5,22,6
FC Viikingit/Mordor,Atlantis FC/PM,1,3,5,22,6
PuiU/86,Atlantis FC/PM,0,6,5,22,6
FC Viikingit/Mordor,MPS/Atletico Akatemia,4,0,5,22,6
LPS/2,FC Kontu/KoVa,1,6,5,22,6
Atlantis FC/PM,PuiU/86,5,3,5,22,6
MPS/Atletico Akatemia,SUMU,2,1,5,22,6
FC Kontu/KoVa,I-HK,2,6,5,22,6
SUMU,Atlantis FC/PM,2,1,5,22,6
PuiU/86,FC Kontu/KoVa,3,6,5,22,6
I-HK,LPS/2,5,2,5,22,6
MPS/Atletico Akatemia,Atlantis FC/PM,2,10,5,22,6
FC Kontu/KoVa,FC Viikingit/Mordor,2,0,5,22,6
SUMU,PuiU/86,1,2,5,22,6
FC Viikingit/Mordor,I-HK,2,2,5,22,6
LPS/2,MPS/Atletico Akatemia,2,2,5,22,6
MPS/Atletico Akatemia,PuiU/86,1,3,5,22,6
I-HK,Atlantis FC/PM,0,11,5,22,6
FC Kontu/KoVa,SUMU,3,2,5,22,6
LPS/2,FC Viikingit/Mordor,2,2,5,22,6
PuiU/86,I-HK,4,3,5,22,6
SUMU,LPS/2,4,5,5,22,6
Atlantis FC/PM,FC Kontu/KoVa,8,1,5,22,6
FC Viikingit/Mordor,PuiU/86,2,1,5,22,6
FC Kontu/KoVa,MPS/Atletico Akatemia,0,4,5,22,6
LPS/2,Atlantis FC/PM,0,7,5,22,6
I-HK,MPS/Atletico Akatemia,3,0,5,22,6
PuiU/86,LPS/2,0,6,5,22,6
FC Viikingit/Mordor,SUMU,1,1,5,22,6
PK-09,RiRa,1,5,5,22,7
PPS,RiPS/2,3,2,5,22,7
KP-75/SaPo,Ares -86,4,2,5,22,7
KoiPS/Dynamo,TuPS/2,4,2,5,22,7
I-HK/Sensaatio,KP-75/SaPo,1,1,5,22,7
RiPS/2,KoiPS/Dynamo,3,0,5,22,7
Ares -86,PPS,0,3,5,22,7
TuPS/2,PK-09,2,1,5,22,7
I-HK/Sensaatio,Ares -86,1,4,5,22,7
KP-75/SaPo,KoiPS/Dynamo,2,4,5,22,7
RiPS/2,RiRa,2,2,5,22,7
PPS,PK-09,3,0,5,22,7
PK-09,KP-75/SaPo,0,5,5,22,7
RiRa,I-HK/Sensaatio,6,0,5,22,7
Ares -86,RiPS/2,1,1,5,22,7
TuPS/2,PPS,1,5,5,22,7
I-HK/Sensaatio,KoiPS/Dynamo,1,1,5,22,7
PK-09,Ares -86,1,1,5,22,7
KP-75/SaPo,TuPS/2,3,3,5,22,7
PPS,RiRa,1,2,5,22,7
KoiPS/Dynamo,PK-09,5,1,5,22,7
RiPS/2,KP-75/SaPo,4,1,5,22,7
RiRa,Ares -86,5,3,5,22,7
TuPS/2,I-HK/Sensaatio,2,0,5,22,7
I-HK/Sensaatio,RiPS/2,2,8,5,22,7
KP-75/SaPo,RiRa,4,6,5,22,7
PPS,KoiPS/Dynamo,8,2,5,22,7
Ares -86,TuPS/2,3,2,5,22,7
I-HK/Sensaatio,PPS,1,2,5,22,7
RiRa,TuPS/2,2,0,5,22,7
RiPS/2,PK-09,10,1,5,22,7
Ares -86,KoiPS/Dynamo,1,1,5,22,7
PK-09,I-HK/Sensaatio,3,1,5,22,7
KoiPS/Dynamo,RiRa,2,2,5,22,7
TuPS/2,RiPS/2,1,2,5,22,7
PPS,KP-75/SaPo,5,1,5,22,7
RiPS/2,PPS,4,3,5,22,7
Ares -86,KP-75/SaPo,4,2,5,22,7
RiRa,PK-09,4,1,5,22,7
TuPS/2,KoiPS/Dynamo,2,4,5,22,7
PPS,I-HK/Sensaatio,9,3,5,22,7
PK-09,TuPS/2,1,1,5,22,7
KP-75/SaPo,I-HK/Sensaatio,6,2,5,22,7
KoiPS/Dynamo,RiPS/2,2,4,5,22,7
PPS,Ares -86,3,0,5,22,7
PK-09,PPS,1,2,5,22,7
RiRa,RiPS/2,5,1,5,22,7
KoiPS/Dynamo,KP-75/SaPo,1,3,5,22,7
Ares -86,I-HK/Sensaatio,3,2,5,22,7
I-HK/Sensaatio,RiRa,1,8,5,22,7
KP-75/SaPo,PK-09,8,4,5,22,7
RiPS/2,Ares -86,1,4,5,22,7
PPS,TuPS/2,2,1,5,22,7
TuPS/2,KP-75/SaPo,3,3,5,22,7
RiRa,PPS,6,1,5,22,7
KoiPS/Dynamo,I-HK/Sensaatio,4,1,5,22,7
Ares -86,PK-09,1,3,5,22,7
I-HK/Sensaatio,TuPS/2,0,4,5,22,7
PK-09,KoiPS/Dynamo,4,1,5,22,7
KP-75/SaPo,RiPS/2,3,2,5,22,7
Ares -86,RiRa,1,7,5,22,7
RiRa,KP-75/SaPo,3,0,5,22,7
KoiPS/Dynamo,PPS,1,2,5,22,7
RiPS/2,I-HK/Sensaatio,2,0,5,22,7
TuPS/2,Ares -86,8,3,5,22,7
TuPS/2,RiRa,2,4,5,22,7
KoiPS/Dynamo,Ares -86,10,0,5,22,7
PK-09,RiPS/2,0,2,5,22,7
I-HK/Sensaatio,PK-09,2,3,5,22,7
KP-75/SaPo,PPS,0,1,5,22,7
RiRa,KoiPS/Dynamo,3,0,5,22,7
RiPS/2,TuPS/2,2,0,5,22,7
HaTP,Union Plaani/17,3,4,5,22,8
Nopsa,Korian Klubi,6,4,5,22,8
KelA,Kiri,6,2,5,22,8
FC Kuusysi/2,JäPS/U23,2,6,5,22,8
Jäppärä,KelA,0,1,5,22,8
Kiri,Nopsa,10,0,5,22,8
Korian Klubi,FC Kuusysi/2,5,1,5,22,8
JäPS/U23,HaTP,18,2,5,22,8
KelA,Union Plaani/17,5,1,5,22,8
Kiri,Korian Klubi,6,2,5,22,8
Nopsa,HaTP,4,1,5,22,8
JäPS/U23,Jäppärä,1,2,5,22,8
Union Plaani/17,FC Kuusysi/2,6,2,5,22,8
HaTP,KelA,0,20,5,22,8
Jäppärä,Kiri,2,2,5,22,8
Korian Klubi,JäPS/U23,4,2,5,22,8
KelA,JäPS/U23,6,1,5,22,8
Nopsa,Union Plaani/17,1,3,5,22,8
Kiri,HaTP,8,3,5,22,8
Jäppärä,FC Kuusysi/2,6,3,5,22,8
KelA,FC Kuusysi/2,6,0,5,22,8
Jäppärä,Korian Klubi,1,5,5,22,8
Union Plaani/17,Kiri,5,3,5,22,8
JäPS/U23,Nopsa,3,1,5,22,8
KelA,Jäppärä,6,0,5,22,8
Jäppärä,Nopsa,8,0,5,22,8
Kiri,JäPS/U23,3,2,5,22,8
Korian Klubi,Union Plaani/17,3,1,5,22,8
FC Kuusysi/2,HaTP,6,0,5,22,8
Jäppärä,Union Plaani/17,1,2,5,22,8
Kiri,FC Kuusysi/2,7,1,5,22,8
Korian Klubi,HaTP,3,1,5,22,8
HaTP,Jäppärä,1,6,5,22,8
Union Plaani/17,JäPS/U23,3,2,5,22,8
FC Kuusysi/2,Nopsa,5,0,5,22,8
KelA,Korian Klubi,4,0,5,22,8
Jäppärä,HaTP,7,1,5,22,8
Union Plaani/17,HaTP,7,3,5,22,8
Kiri,KelA,0,5,5,22,8
Korian Klubi,Nopsa,3,2,5,22,8
JäPS/U23,FC Kuusysi/2,6,1,5,22,8
KelA,Nopsa,4,2,5,22,8
Union Plaani/17,Jäppärä,3,1,5,22,8
HaTP,JäPS/U23,0,7,5,22,8
Nopsa,Kiri,2,2,5,22,8
FC Kuusysi/2,Korian Klubi,4,1,5,22,8
HaTP,Nopsa,1,4,5,22,8
Union Plaani/17,KelA,0,8,5,22,8
Jäppärä,JäPS/U23,3,5,5,22,8
Korian Klubi,Kiri,1,8,5,22,8
KelA,HaTP,8,2,5,22,8
Kiri,Jäppärä,2,1,5,22,8
FC Kuusysi/2,Union Plaani/17,3,2,5,22,8
JäPS/U23,Korian Klubi,8,1,5,22,8
Korian Klubi,KelA,2,6,5,22,8
HaTP,Kiri,2,6,5,22,8
Union Plaani/17,Nopsa,5,2,5,22,8
FC Kuusysi/2,Jäppärä,3,1,5,22,8
JäPS/U23,KelA,0,2,5,22,8
Kiri,Union Plaani/17,7,4,5,22,8
Korian Klubi,Jäppärä,3,3,5,22,8
FC Kuusysi/2,KelA,2,7,5,22,8
Nopsa,JäPS/U23,0,2,5,22,8
HaTP,FC Kuusysi/2,2,3,5,22,8
Nopsa,Jäppärä,3,3,5,22,8
Union Plaani/17,Korian Klubi,0,1,5,22,8
JäPS/U23,Kiri,4,0,5,22,8
HaTP,Korian Klubi,1,3,5,22,8
FC Kuusysi/2,Kiri,0,1,5,22,8
Nopsa,FC Kuusysi/2,0,3,5,22,8
JäPS/U23,Union Plaani/17,3,0,5,22,8
PuM,Olarin Kiksi,2,2,5,21,1
PEF/KEPU,PuM,0,7,5,21,1
PEF/KEPU,EPS/2,2,3,5,21,1
IIF,PuM,7,0,5,21,1
KaPy,Hukat,0,0,5,21,1
NuPS/2,Olarin Kiksi,2,1,5,21,1
EsPa/Keltavihree,FC WILD,1,7,5,21,1
Olarin Kiksi,KaPy,2,3,5,21,1
EPS/2,NuPS/2,1,1,5,21,1
PuM,EsPa/Keltavihree,1,8,5,21,1
Hukat,PEF/KEPU,5,2,5,21,1
FC WILD,IIF,7,2,5,21,1
EPS/2,EsPa/Keltavihree,0,3,5,21,1
Olarin Kiksi,IIF,2,5,5,21,1
NuPS/2,KaPy,2,0,5,21,1
FC WILD,Hukat,10,1,5,21,1
KaPy,FC WILD,3,0,5,21,1
PEF/KEPU,Olarin Kiksi,0,3,5,21,1
Hukat,NuPS/2,1,0,5,21,1
EPS/2,KaPy,3,0,5,21,1
IIF,Hukat,4,4,5,21,1
EsPa/Keltavihree,PEF/KEPU,10,0,5,21,1
FC WILD,NuPS/2,6,0,5,21,1
Olarin Kiksi,EPS/2,2,0,5,21,1
KaPy,IIF,2,2,5,21,1
Hukat,EsPa/Keltavihree,3,2,5,21,1
PEF/KEPU,FC WILD,0,13,5,21,1
NuPS/2,PuM,2,0,5,21,1
PuM,Hukat,2,0,5,21,1
EPS/2,FC WILD,1,3,5,21,1
Olarin Kiksi,EsPa/Keltavihree,0,5,5,21,1
NuPS/2,IIF,0,4,5,21,1
PEF/KEPU,KaPy,0,4,5,21,1
IIF,PEF/KEPU,11,2,5,21,1
PuM,KaPy,0,5,5,21,1
Hukat,EPS/2,5,3,5,21,1
EsPa/Keltavihree,NuPS/2,1,1,5,21,1
FC WILD,Olarin Kiksi,7,2,5,21,1
KaPy,EsPa/Keltavihree,0,5,5,21,1
IIF,EPS/2,3,3,5,21,1
PuM,FC WILD,1,16,5,21,1
Hukat,Olarin Kiksi,1,5,5,21,1
NuPS/2,PEF/KEPU,5,1,5,21,1
PPV/Seos,FC POHU/Futboleros,2,0,5,21,2
FC Babylon/2,PEP,2,6,5,21,2
FC POHU/Futboleros,Pöxyt/TN,2,3,5,21,2
FC Babylon/2,RiRa/VGS,1,2,5,21,2
PEP,VJS/2,2,3,5,21,2
PPV/Seos,Kasiysi/Rocky,1,2,5,21,2
FC POHU/Futboleros,VJS/2,0,6,5,21,2
RiRa/VGS,PPV/Seos,2,0,5,21,2
Kasiysi/Rocky,FC Babylon/2,0,2,5,21,2
VJS/2,AC Rastaala,2,2,5,21,2
FC LP,FC POHU/Futboleros,1,1,5,21,2
Pöxyt/TN,PEP,2,2,5,21,2
FC POHU/Futboleros,Kasiysi/Rocky,2,5,5,21,2
FC POHU/Futboleros,RiRa/VGS,0,3,5,21,2
Kasiysi/Rocky,FC LP,5,0,5,21,2
PEP,AC Rastaala,1,3,5,21,2
VJS/2,FC Babylon/2,4,0,5,21,2
Pöxyt/TN,PPV/Seos,5,2,5,21,2
PPV/Seos,FC Babylon/2,1,2,5,21,2
RiRa/VGS,Pöxyt/TN,1,3,5,21,2
AC Rastaala,Kasiysi/Rocky,7,4,5,21,2
FC LP,PEP,0,4,5,21,2
Kasiysi/Rocky,PEP,2,1,5,21,2
FC LP,FC Babylon/2,6,0,5,21,2
Pöxyt/TN,AC Rastaala,1,2,5,21,2
RiRa/VGS,VJS/2,3,4,5,21,2
VJS/2,Pöxyt/TN,10,3,5,21,2
PEP,RiRa/VGS,1,1,5,21,2
AC Rastaala,FC Babylon/2,6,1,5,21,2
FC LP,PPV/Seos,3,2,5,21,2
VJS/2,PPV/Seos,1,1,5,21,2
Pöxyt/TN,Kasiysi/Rocky,3,1,5,21,2
FC LP,RiRa/VGS,0,5,5,21,2
