team_home,team_away,goals_home,goals_away,season,league_division
Wartti/Wild Boars,Chicken Wings/2,2,2,2023,6
KarPo,PoPo,1,2,2023,6
FC POHU/Atl Koffari,PiTa,1,0,2023,6
AFC EMU,FC Kontu/Kupa,1,1,2023,6
FC POHU/SiPa,Ponnistus/Peruskallio,1,1,2023,6
AC StaSi,FC Degis,1,1,2023,6
Tavastia/FC Mojo,FC Honka/Leopardit,0,3,2023,6
FC ST4Y,PPS/Diablos Rojos,2,3,2023,6
LePa/Via Alberga,LJS/Reservi,3,6,2023,6
MyPa/FC,HiHi,2,1,2023,6
FC Germania/Akademie,FC Nile,0,5,2023,6
KäPa/NoLe,Käpylä Maanantai,2,1,2023,6
FC Juvantus,FC FC,0,1,2023,6
KoPa,Vietfin FC,2,5,2023,6
Ruila,HerTo/3,1,2,2023,6
HePuLi,Geishan Pallo,1,1,2023,6
Kullervo/Mosaic,Kurvin Vauhti/Partiz,3,0,2023,6
ToTe/Keparoi,Kulps,4,0,2023,6
Valtti/R.O.U.,Wartti/Wild Boars,3,7,2023,6
FC Eagles,PK-35/Legendat,1,3,2023,6
FC Kapina/2,JäPS/United,1,6,2023,6
LIK,HP-47,1,5,2023,6
JaVo,FC Villisiat,0,0,2023,6
Kilo IF/3,Polin Pallo,0,5,2023,6
FC Honka/Leopardit,PiTa,2,2,2023,6
FC Nile,Kurvin Vauhti/Partiz,6,2,2023,6
HPS/Jägers,HooGee/Hodari,1,4,2023,6
KäPa/NoLe,FC Germania/Akademie,5,0,2023,6
HaPK Edustus/2,KarPo,2,1,2023,6
MLHF,FC Kontu/TDJ,1,1,2023,6
HaTP,MyPa/FC,5,3,2023,6
Kilo IF/1,KJS/Sininen,2,1,2023,6
Gnistan/3,ToTe/Keparoi,1,1,2023,6
Geishan Pallo,Trikiinit,3,2,2023,6
Vietfin FC,FC Vantaa,3,1,2023,6
Vermo Vikings,Tavastia/FC Mojo,1,0,2023,6
KeiKa,FCFJ,0,2,2023,6
El-Nibras FC,LJS/Reservi,2,1,2023,6
ViTa,Länsiväylän Dynamo,3,2,2023,6
FC Loviisa/2,Flamingo United,2,1,2023,6
HAlku/FC,HausPa,4,3,2023,6
FC LP,KFFK,0,4,2023,6
FC FC,HePuLi,2,0,2023,6
Andalus FC,TiPS/Legends,3,1,2023,6
CLE/B,FC POHU/Atl Koffari,0,2,2023,6
PoPo,ViSa,2,2,2023,6
HiHi,FC Etapo,4,2,2023,6
FC Samba,KPPK,2,0,2023,6
Ponnistus/Peruskallio,HeMan,2,3,2023,6
Strikers/Bertil,HDS/Express,1,4,2023,6
FC ST4Y,KoPa,5,0,2023,6
PPS/Diablos Rojos,AFC EMU,2,0,2023,6
FC POHU/Shrimps,PK-35/Legendat,1,8,2023,6
Kulps,FC Degis,0,3,2023,6
Veijarit,Ruila,1,1,2023,6
FC Kontu/Kupa,MK-United,0,2,2023,6
FC Juvantus,Gilla FC,0,7,2023,6
Naseva,Iitin Pallo-68,3,1,2023,6
KäPa/3,Ponnistus/Kermaa,1,5,2023,6
Käpylä Maanantai,FC POHU/SiPa,0,2,2023,6
Chicken Wings/2,FC Viikingit/S.C.P Legends,3,1,2023,6
HJK/Töölön Ihme,Kullervo/Mosaic,3,4,2023,6
AC JazzPa,Pelikaani,0,0,2023,6
FC Eagles,AC StaSi,0,2,2023,6
Kurvin Vauhti/Partiz,Käpylä Maanantai,0,4,2023,6
HooGee/Hodari,FC FC,0,1,2023,6
LePa/Via Alberga,FC LP,2,5,2023,6
Kullervo/Mosaic,Ponnistus/Peruskallio,6,1,2023,6
Flamingo United,JaVo,2,2,2023,6
Iitin Pallo-68,LIK,2,0,2023,6
PiTa,Kilo IF/3,5,0,2023,6
HP-47,PaPe,4,3,2023,6
TiPS/Legends,FC Kontu/Kupa,3,2,2023,6
HDS/Express,Geishan Pallo,2,0,2023,6
FC Vantaa,PPS/Diablos Rojos,2,3,2023,6
KFFK,Hukat,1,8,2023,6
KJS/Sininen,El-Nibras FC,1,6,2023,6
FC Villisiat,FC Loviisa/2,1,2,2023,6
FC Kontu/TDJ,HerTo/3,1,6,2023,6
FC Degis,KäPa/3,7,1,2023,6
MK-United,FC ST4Y,1,3,2023,6
KeiKa,HausPa,2,1,2023,6
FCFJ,FC Kapina/2,12,0,2023,6
Länsiväylän Dynamo,Kilo IF/1,0,7,2023,6
FC Eagles,ToTe/Keparoi,2,3,2023,6
JäPS/United,HAlku/FC,2,1,2023,6
Wartti/Wild Boars,Veijarit,2,4,2023,6
FC Viikingit/S.C.P Legends,Valtti/R.O.U.,2,1,2023,6
FC Etapo,HaPK Edustus/2,0,3,2023,6
HeMan,KäPa/NoLe,2,4,2023,6
ViSa,HaTP,1,1,2023,6
FC POHU/Atl Koffari,FC Samba,2,2,2023,6
PK-35/Legendat,Gnistan/3,2,6,2023,6
KPPK,Vermo Vikings,2,2,2023,6
Trikiinit,FC Juvantus,2,4,2023,6
Gilla FC,Strikers/Bertil,1,0,2023,6
LJS/Reservi,ViTa,1,1,2023,6
Pelikaani,FC Tuusula,3,2,2023,6
FC POHU/SiPa,FC Nile,0,2,2023,6
MyPa/FC,PoPo,1,7,2023,6
KoPa,Andalus FC,0,5,2023,6
HePuLi,HPS/Jägers,2,1,2023,6
Ponnistus/Kermaa,Kulps,2,3,2023,6
AFC EMU,Vietfin FC,5,3,2023,6
Ruila,Chicken Wings/2,1,1,2023,6
KarPo,Jäntevä/Ukot,0,0,2023,6
Polin Pallo,FC Honka/Leopardit,1,2,2023,6
FC FC,HDS/Express,2,2,2023,6
FC Germania/Akademie,HJK/Töölön Ihme,2,1,2023,6
HerTo/3,Valtti/R.O.U.,2,2,2023,6
Tavastia/FC Mojo,CLE/B,2,2,2023,6
PPS/Diablos Rojos,TiPS/Legends,1,2,2023,6
Flamingo United,LIK,9,1,2023,6
Iitin Pallo-68,HP-47,0,4,2023,6
FC Villisiat,PaPe,5,2,2023,6
JaVo,Naseva,0,2,2023,6
FC Kontu/TDJ,Veijarit,2,1,2023,6
Kilo IF/3,FC POHU/Atl Koffari,4,4,2023,6
MLHF,FC Viikingit/S.C.P Legends,2,1,2023,6
FC Vantaa,Andalus FC,1,2,2023,6
Trikiinit,Gilla FC,0,3,2023,6
Käpylä Maanantai,Kullervo/Mosaic,1,2,2023,6
Wartti/Wild Boars,Ruila,2,4,2023,6
FC Tuusula,HausPa,0,4,2023,6
Pelikaani,HAlku/FC,3,0,2023,6
FC Honka/Leopardit,FC Samba,0,3,2023,6
MyPa/FC,HaPK Edustus/2,2,3,2023,6
AC JazzPa,KeiKa,1,1,2023,6
Kurvin Vauhti/Partiz,HJK/Töölön Ihme,3,1,2023,6
PoPo,HiHi,5,0,2023,6
ViSa,Jäntevä/Ukot,1,4,2023,6
PiTa,CLE/B,3,1,2023,6
HPS/Jägers,Geishan Pallo,5,0,2023,6
FC LP,LJS/Reservi,0,3,2023,6
FCFJ,JäPS/United,5,0,2023,6
Länsiväylän Dynamo,KJS/Sininen,1,3,2023,6
Vietfin FC,FC Kontu/Kupa,1,3,2023,6
HooGee/Hodari,Strikers/Bertil,1,0,2023,6
FC POHU/SiPa,KäPa/NoLe,2,2,2023,6
KFFK,Kilo IF/1,1,1,2023,6
FC Degis,FC Eagles,7,1,2023,6
Kulps,FC POHU/Shrimps,0,2,2023,6
Polin Pallo,Vermo Vikings,2,1,2023,6
MK-United,KoPa,4,1,2023,6
Ponnistus/Kermaa,Gnistan/3,2,3,2023,6
FC Etapo,KarPo,0,0,2023,6
PK-35/Legendat,ToTe/Keparoi,2,2,2023,6
El-Nibras FC,LePa/Via Alberga,6,1,2023,6
FC Nile,Ponnistus/Peruskallio,1,3,2023,6
KäPa/3,AC StaSi,2,6,2023,6
HP-47,Flamingo United,3,6,2023,6
TiPS/Legends,MK-United,7,1,2023,6
FC Kapina/2,Pelikaani,1,5,2023,6
LIK,FC Villisiat,0,6,2023,6
KJS/Sininen,KFFK,5,1,2023,6
HaPK Edustus/2,ViSa,4,2,2023,6
HiHi,HaTP,0,3,2023,6
KäPa/NoLe,Kurvin Vauhti/Partiz,8,4,2023,6
Kilo IF/1,LePa/Via Alberga,6,3,2023,6
Andalus FC,Vietfin FC,2,6,2023,6
KeiKa,FC Tuusula,3,0,2023,6
Kulps,FC Eagles,4,0,2023,6
Vermo Vikings,PiTa,0,1,2023,6
FCFJ,HausPa,2,3,2023,6
ViTa,FC LP,3,6,2023,6
FC POHU/Atl Koffari,KPPK,3,1,2023,6
PaPe,JaVo,3,2,2023,6
HAlku/FC,AC JazzPa,4,1,2023,6
Geishan Pallo,FC FC,0,0,2023,6
FC Samba,Kilo IF/3,1,0,2023,6
FC ST4Y,FC Vantaa,3,1,2023,6
Strikers/Bertil,HPS/Jägers,1,3,2023,6
Ruila,FC Kontu/TDJ,3,2,2023,6
FC POHU/Shrimps,KäPa/3,3,1,2023,6
FC Kontu/Kupa,PPS/Diablos Rojos,2,2,2023,6
Chicken Wings/2,HerTo/3,0,2,2023,6
Gilla FC,HePuLi,0,3,2023,6
LJS/Reservi,Länsiväylän Dynamo,4,1,2023,6
Naseva,FC Loviisa/2,1,1,2023,6
Tavastia/FC Mojo,Polin Pallo,0,1,2023,6
KoPa,AFC EMU,0,2,2023,6
CLE/B,FC Honka/Leopardit,0,4,2023,6
FC Viikingit/S.C.P Legends,Wartti/Wild Boars,3,5,2023,6
Jäntevä/Ukot,PoPo,1,4,2023,6
KarPo,MyPa/FC,0,0,2023,6
Gnistan/3,FC Degis,0,3,2023,6
FC Germania/Akademie,FC POHU/SiPa,1,4,2023,6
Valtti/R.O.U.,MLHF,1,2,2023,6
AC StaSi,PK-35/Legendat,3,0,2023,6
ToTe/Keparoi,Ponnistus/Kermaa,3,2,2023,6
Kullervo/Mosaic,HeMan,0,7,2023,6
Ponnistus/Peruskallio,Käpylä Maanantai,0,5,2023,6
HDS/Express,Trikiinit,5,1,2023,6
