team_home,team_away,goals_home,goals_away,season,league_division
Valtti/3,JJ Vepo,5,1,2020,7
Cosmos,FC Lähiö,4,2,2020,7
HakPa,FC Puimur,3,1,2020,7
FC Kontu/TDJ,FC POHU/Kova Kamppi,7,1,2020,7
Tavastia/AC Tuska United,FC POHU/Swigu,2,2,2020,7
FC Lähiö,HakPa,1,1,2020,7
OT-77,Tavastia/AC Tuska United,2,0,2020,7
KOPSE/CRPS FC,Valtti/3,4,3,2020,7
JJ Vepo,Roxbury JK Hki,0,3,2020,7
HJK/Töölön Ihme,Ponnistus/TK,0,0,2020,7
FC POHU/Swigu,Käpylän Sekunda,4,1,2020,7
FC POHU/Kova Kamppi,MoPo,1,3,2020,7
AS RaPe,FC Kontu/TDJ,0,6,2020,7
AC StaSi/Europort,HePu/Pala,2,0,2020,7
HeKuLa,FC Pakila,3,3,2020,7
FC Puimur,Cosmos,1,2,2020,7
PiTa,Kullervo,2,6,2020,7
Kullervo,HeKuLa,3,2,2020,7
FC Lähiö,Roxbury JK Hki,0,0,2020,7
AC StaSi/Europort,Käpylän Sekunda,0,2,2020,7
FC Puimur,MoPo,3,1,2020,7
HakPa,KOPSE/CRPS FC,1,2,2020,7
Cosmos,FC POHU/Kova Kamppi,0,0,2020,7
FC Kontu/TDJ,Valtti/3,3,0,2020,7
KOPSE/CRPS FC,FC Kontu/TDJ,2,5,2020,7
HePu/Pala,OT-77,0,2,2020,7
Ponnistus/TK,Tavastia/AC Tuska United,1,2,2020,7
HJK/Töölön Ihme,FC POHU/Swigu,1,1,2020,7
AS RaPe,JJ Vepo,10,0,2020,7
PiTa,FC Pakila,3,6,2020,7
OT-77,Ponnistus/TK,3,0,2020,7
FC Pakila,HePu/Pala,5,3,2020,7
HeKuLa,AC StaSi/Europort,1,1,2020,7
MoPo,Cosmos,1,1,2020,7
Tavastia/AC Tuska United,PiTa,1,1,2020,7
Käpylän Sekunda,HJK/Töölön Ihme,1,0,2020,7
FC POHU/Swigu,Kullervo,3,1,2020,7
Valtti/3,FC Puimur,3,1,2020,7
HJK/Töölön Ihme,OT-77,1,0,2020,7
FC POHU/Kova Kamppi,FC Lähiö,0,3,2020,7
JJ Vepo,Cosmos,0,3,2020,7
Roxbury JK Hki,AS RaPe,0,1,2020,7
HakPa,Valtti/3,0,0,2020,7
HJK/Töölön Ihme,HeKuLa,0,2,2020,7
AC StaSi/Europort,Tavastia/AC Tuska United,1,0,2020,7
Roxbury JK Hki,FC Puimur,2,0,2020,7
HakPa,JJ Vepo,10,1,2020,7
FC Kontu/TDJ,MoPo,1,1,2020,7
Kullervo,OT-77,1,1,2020,7
AS RaPe,FC POHU/Kova Kamppi,1,0,2020,7
Ponnistus/TK,FC Pakila,5,2,2020,7
HePu/Pala,FC POHU/Swigu,3,3,2020,7
FC Lähiö,Valtti/3,6,0,2020,7
Käpylän Sekunda,PiTa,2,5,2020,7
Valtti/3,AS RaPe,1,0,2020,7
FC Pakila,Kullervo,1,0,2020,7
HePu/Pala,HeKuLa,4,2,2020,7
OT-77,FC POHU/Swigu,1,2,2020,7
PiTa,AC StaSi/Europort,2,1,2020,7
FC Puimur,FC Lähiö,2,3,2020,7
HakPa,FC POHU/Kova Kamppi,3,2,2020,7
KOPSE/CRPS FC,JJ Vepo,3,2,2020,7
Tavastia/AC Tuska United,HJK/Töölön Ihme,0,3,2020,7
FC Lähiö,MoPo,0,0,2020,7
AC StaSi/Europort,FC Pakila,2,1,2020,7
JJ Vepo,FC Kontu/TDJ,0,7,2020,7
Roxbury JK Hki,Valtti/3,2,0,2020,7
Käpylän Sekunda,Tavastia/AC Tuska United,0,2,2020,7
HeKuLa,PiTa,1,1,2020,7
Kullervo,HePu/Pala,3,1,2020,7
FC POHU/Kova Kamppi,FC Puimur,1,3,2020,7
FC POHU/Swigu,Ponnistus/TK,0,2,2020,7
FC POHU/Kova Kamppi,JJ Vepo,2,3,2020,7
PiTa,Ponnistus/TK,0,2,2020,7
AC StaSi/Europort,OT-77,0,2,2020,7
MoPo,Roxbury JK Hki,1,2,2020,7
HePu/Pala,Tavastia/AC Tuska United,0,3,2020,7
Kullervo,HJK/Töölön Ihme,2,2,2020,7
FC Pakila,Käpylän Sekunda,6,2,2020,7
FC Lähiö,KOPSE/CRPS FC,1,3,2020,7
FC Puimur,FC Kontu/TDJ,2,3,2020,7
Valtti/3,FC POHU/Kova Kamppi,3,2,2020,7
Käpylän Sekunda,HePu/Pala,1,1,2020,7
AS RaPe,FC Lähiö,1,2,2020,7
JJ Vepo,MoPo,0,1,2020,7
HJK/Töölön Ihme,AC StaSi/Europort,0,0,2020,7
Ponnistus/TK,Kullervo,2,1,2020,7
FC POHU/Swigu,FC Pakila,4,1,2020,7
Roxbury JK Hki,HakPa,0,1,2020,7
FC Kontu/TDJ,Cosmos,0,2,2020,7
Tavastia/AC Tuska United,HeKuLa,1,2,2020,7
OT-77,PiTa,1,3,2020,7
KOPSE/CRPS FC,FC Puimur,1,4,2020,7
Cosmos,KOPSE/CRPS FC,3,1,2020,7
AS RaPe,KOPSE/CRPS FC,2,0,2020,7
Cosmos,AS RaPe,2,1,2020,7
Millbrook FC,FC Pehmeet ja Märät,1,1,2022,6
FC Kirkkonummi/4,FC Pehmeet ja Märät,1,3,2022,6
ToBK,Millbrook FC,1,3,2022,6
ToTe/Tapio,Millbrook FC,4,1,2022,6
FC Kirkkonummi/4,FC Dons,0,1,2022,6
Valtti/3,FC Pehmeet ja Märät,2,1,2022,6
LoPa/2,ToBK,2,0,2022,6
Ponnistus/Peruskallio,HJK/Töölö,5,0,2022,6
Strikers/Bertil,FC Spede,2,0,2022,6
PPS/Diablos Rojos,FC Pikkupussit,5,2,2022,6
KPPK,Afro Foot Club,0,5,2022,6
AC StaSi,Kullervo/Überkleber,3,1,2022,6
FC Kirkkonummi/4,FC Honka/Leopardit,4,0,2022,6
Millbrook FC,HJK/Töölön Ihme,3,1,2022,6
HePuLi,Afro Foot Club,3,6,2022,6
FC Degis,AFC EMU,4,1,2022,6
Veijarit,FC Pehmeet ja Märät,1,5,2022,6
HDS/Express,KPPK,2,2,2022,6
ToTe/Keparoi,FC POHU/Shrimps,4,0,2022,6
Valtti/R.O.U.,HPS/Jägers,1,1,2022,6
Chicken Wings/2,FC Fortuna/Itä,0,4,2022,6
Strikers/Bertil,FC POHU/Atl Koffari,0,3,2022,6
FC Inter Vuosaari,FC Babylon/2,2,1,2022,6
ToTe/Tapio,Wartti/Wild Boars,0,2,2022,6
FC Germania/Akademie,Ponnistus/Kermaa,2,1,2022,6
FC Tuusula,Pelikaani,2,5,2022,6
KeiKa,PK-35/Legendat,3,3,2022,6
Kilo IF/1,FC Samba,1,5,2022,6
HooGee/Hodari,Hukat,1,0,2022,6
HausPa,KOPSE/VI,0,4,2022,6
AskU,HAlku/FC,3,0,2022,6
Valtti/3,ToTe/Keparoi,1,1,2022,6
FC Korso/U2,FC Parseh,0,8,2022,6
FC Kirkkonummi/3,Kilo IF/3,3,2,2022,6
Nikinmäki United,FC Vantaa,9,1,2022,6
NJS/3,LJS/Reservi,3,2,2022,6
Tikka/2,LoPa/2,0,6,2022,6
FC LP,PEF/KEPU,3,1,2022,6
KFFK,Länsiväylän Dynamo,6,2,2022,6
FC POHU/Shrimps,Trikiinit,1,1,2022,6
AFC EMU,KPPK,2,0,2022,6
FC Dons,PPS/Diablos Rojos,4,0,2022,6
Tavastia/FC Mojo,Arkki,0,5,2022,6
PETO/2,HePuLi,1,2,2022,6
Kullervo/Überkleber,FC Spede,0,0,2022,6
Geishan Pallo,Ruila,2,0,2022,6
ToTe/Taiskin Tykit,HeMan,4,0,2022,6
JaVo,HiHi,5,1,2022,6
KarPo,FC Etapo,0,2,2022,6
FC POHU/Atl Koffari,HIFK/3,0,2,2022,6
PK-35/Legendat,Nikinmäki United,0,7,2022,6
FC Vantaa,FC Dons,0,2,2022,6
Kilo IF/3,KFFK,2,3,2022,6
KPPK,HePuLi,3,2,2022,6
FC Dons,FC Pikkupussit,3,0,2022,6
FC Etapo,KyPa,2,4,2022,6
FC Loviisa/2,MyPa/FC,4,0,2022,6
HAlku/FC,HausPa,2,0,2022,6
Wartti/Wild Boars,FC Inter Vuosaari,0,3,2022,6
FC Babylon/2,FC Germania/Akademie,2,0,2022,6
Strikers/Bertil,HPS/Jägers,3,1,2022,6
FC Parseh,KeiKa,3,0,2022,6
Vermo Vikings,NJS/3,0,9,2022,6
AFC EMU,Veijarit,2,2,2022,6
Ponnistus/Kermaa,Chicken Wings/2,3,3,2022,6
FC Samba,Kasiysi/Rovers,4,1,2022,6
HP-47,PoPo,2,1,2022,6
HJK/Töölö,FC POHU/Shrimps,1,2,2022,6
FC LP,Hukat,0,6,2022,6
PEF/KEPU,FC Kirkkonummi/3,2,3,2022,6
Ruila,AC StaSi,3,9,2022,6
ToTe/Keparoi,Tavastia/FC Mojo,4,3,2022,6
FC Spede,Valtti/R.O.U.,4,1,2022,6
Trikiinit,Valtti/3,0,1,2022,6
Kullervo/Überkleber,Geishan Pallo,1,1,2022,6
ToBK,AC JazzPa,2,1,2022,6
HerTo/3,Kurvin Vauhti/Partiz,1,1,2022,6
LJS/Reservi,Kilo IF/1,0,2,2022,6
HePuLi,HDS/Express,4,2,2022,6
Pelikaani,AskU,0,3,2022,6
FC Fortuna/Itä,FC Kontu/Kupa,6,1,2022,6
Afro Foot Club,PETO/2,4,0,2022,6
Naseva,Purha/2,5,4,2022,6
KoPa,FC Korso/U2,1,2,2022,6
Valtti/R.O.U.,HIFK/3,1,4,2022,6
HaPK Edustus/2,KarPo,4,0,2022,6
HDS/Express,Veijarit,7,1,2022,6
FC Kirkkonummi/4,NJS/3,0,2,2022,6
JaVo,FC Etapo,1,3,2022,6
Kilo IF/3,LoPa/2,0,3,2022,6
FC Honka/Leopardit,LJS/Reservi,0,1,2022,6
FC Germania/Akademie,Wartti/Wild Boars,3,5,2022,6
Chicken Wings/2,ToTe/Tapio,0,4,2022,6
Millbrook FC,ToTe/Taiskin Tykit,1,1,2022,6
PEF/KEPU,Hukat,0,4,2022,6
HiHi,FC Villisiat,0,2,2022,6
Valtti/3,HJK/Töölö,6,3,2022,6
HeMan,HerTo/3,1,3,2022,6
FC Pikkupussit,FC Vantaa,3,1,2022,6
HePuLi,FC Degis,0,1,2022,6
Ponnistus/Kermaa,FC Fortuna/Itä,2,1,2022,6
HausPa,AC JazzPa,2,1,2022,6
FC Spede,Ruila,1,3,2022,6
FC Kontu/Kupa,FC Inter Vuosaari,1,4,2022,6
PETO/2,Veijarit,3,1,2022,6
Kurvin Vauhti/Partiz,Strikers/Bertil,3,1,2022,6
Kilo IF/1,Vermo Vikings,7,3,2022,6
KeiKa,FC Dons,0,3,2022,6
HooGee/Hodari,Länsiväylän Dynamo,4,1,2022,6
FC Samba,FC Kirkkonummi/4,1,1,2022,6
HPS/Jägers,FC POHU/Atl Koffari,1,7,2022,6
FC LP,KFFK,0,3,2022,6
Tavastia/FC Mojo,Ponnistus/Peruskallio,0,1,2022,6
Purha/2,FC Loviisa/2,3,4,2022,6
ToTe/Keparoi,Arkki,1,2,2022,6
HDS/Express,AFC EMU,4,1,2022,6
HJK/Töölön Ihme,ToTe/Taiskin Tykit,2,6,2022,6
FC Korso/U2,Nikinmäki United,2,4,2022,6
FC Kirkkonummi/3,Tikka/2,3,0,2022,6
Pelikaani,HAlku/FC,1,4,2022,6
Kasiysi/Rovers,AC Rastaala/2,1,7,2022,6
MyPa/FC,Jäntevä/Ukot,0,6,2022,6
PoPo,Naseva,2,2,2022,6
PK-35/Legendat,PPS/Diablos Rojos,1,2,2022,6
KyPa,HaPK Edustus/2,0,1,2022,6
KoPa,FC Parseh,0,7,2022,6
FC Tuusula,ToBK,2,4,2022,6
Kullervo/Überkleber,Valtti/R.O.U.,2,2,2022,6
Geishan Pallo,Millbrook FC,2,4,2022,6
KarPo,HP-47,1,3,2022,6
HooGee/Hodari,PEF/KEPU,2,3,2022,6
Iitin Pallo-68,MyPa/FC,4,0,2022,6
Chicken Wings/2,FC Germania/Akademie,5,0,2022,6
Millbrook FC,AC StaSi,3,2,2022,6
FC Vantaa,KeiKa,6,1,2022,6
Ruila,Valtti/R.O.U.,2,3,2022,6
KOPSE/VI,HAlku/FC,1,1,2022,6
LoPa/2,Hukat,1,1,2022,6
FC Degis,HDS/Express,3,3,2022,6
HJK/Töölö,Trikiinit,6,2,2022,6
AFC EMU,PETO/2,0,6,2022,6
KFFK,HooGee/Hodari,7,1,2022,6
HaPK Edustus/2,JaVo,4,2,2022,6
PEF/KEPU,Kilo IF/3,1,1,2022,6
FC Etapo,HiHi,1,1,2022,6
Wartti/Wild Boars,FC Kontu/Kupa,2,3,2022,6
HerTo/3,HJK/Töölön Ihme,5,1,2022,6
Strikers/Bertil,HeMan,0,4,2022,6
Ponnistus/Peruskallio,Valtti/3,3,1,2022,6
FC Parseh,PK-35/Legendat,3,0,2022,6
Länsiväylän Dynamo,FC Kirkkonummi/3,0,4,2022,6
Tikka/2,FC LP,2,2,2022,6
AC Rastaala/2,Kilo IF/1,0,6,2022,6
FC Dons,FC Korso/U2,2,1,2022,6
FC Babylon/2,Ponnistus/Kermaa,1,0,2022,6
FC POHU/Shrimps,Tavastia/FC Mojo,0,1,2022,6
Vermo Vikings,FC Kirkkonummi/4,0,2,2022,6
Jäntevä/Ukot,Purha/2,6,0,2022,6
HP-47,KyPa,2,1,2022,6
ToBK,HausPa,5,0,2022,6
HIFK/3,HPS/Jägers,1,0,2022,6
FC Inter Vuosaari,Chicken Wings/2,3,1,2022,6
LJS/Reservi,FC Samba,5,0,2022,6
PPS/Diablos Rojos,KoPa,2,1,2022,6
Nikinmäki United,FC Pikkupussit,1,2,2022,6
NJS/3,Kasiysi/Rovers,12,0,2022,6
Trikiinit,ToTe/Keparoi,0,6,2022,6
ToTe/Tapio,FC Germania/Akademie,3,1,2022,6
AC JazzPa,AskU,0,7,2022,6
FC POHU/Atl Koffari,Kurvin Vauhti/Partiz,2,1,2022,6
ToTe/Taiskin Tykit,Geishan Pallo,2,2,2022,6
Veijarit,HePuLi,2,4,2022,6
Naseva,KarPo,3,0,2022,6
HDS/Express,Afro Foot Club,2,5,2022,6
FC Loviisa/2,PoPo,2,2,2022,6
KyPa,Naseva,5,0,2022,6
Tavastia/FC Mojo,HJK/Töölö,5,3,2022,6
FC Kirkkonummi/4,LJS/Reservi,0,3,2022,6
AskU,ToBK,1,1,2022,6
JaVo,HP-47,4,3,2022,6
Geishan Pallo,HerTo/3,1,1,2022,6
HJK/Töölön Ihme,Strikers/Bertil,2,2,2022,6
HePuLi,AFC EMU,2,1,2022,6
AC StaSi,ToTe/Taiskin Tykit,1,6,2022,6
HooGee/Hodari,Kilo IF/3,5,3,2022,6
FC Etapo,HaPK Edustus/2,4,1,2022,6
FC Tuusula,KOPSE/VI,2,3,2022,6
FC Spede,Millbrook FC,1,5,2022,6
Veijarit,Afro Foot Club,1,4,2022,6
Tikka/2,PEF/KEPU,1,2,2022,6
Ruila,Kullervo/Überkleber,1,4,2022,6
Ponnistus/Kermaa,ToTe/Tapio,1,5,2022,6
FC LP,Länsiväylän Dynamo,2,2,2022,6
FC Samba,AC Rastaala/2,1,0,2022,6
Chicken Wings/2,Wartti/Wild Boars,1,3,2022,6
PETO/2,FC Pehmeet ja Märät,0,7,2022,6
FC Kontu/Kupa,FC Babylon/2,2,0,2022,6
Kilo IF/1,FC Honka/Leopardit,0,1,2022,6
ToTe/Keparoi,Ponnistus/Peruskallio,0,2,2022,6
Kurvin Vauhti/Partiz,HIFK/3,0,0,2022,6
Hukat,KFFK,3,2,2022,6
FC Dons,FC Parseh,0,2,2022,6
FC Inter Vuosaari,FC Fortuna/Itä,3,1,2022,6
KPPK,FC Degis,1,4,2022,6
FC Korso/U2,FC Vantaa,3,1,2022,6
FC Kirkkonummi/3,LoPa/2,1,1,2022,6
Kasiysi/Rovers,Vermo Vikings,1,1,2022,6
HeMan,FC POHU/Atl Koffari,1,1,2022,6
MyPa/FC,FC Villisiat,1,3,2022,6
AC JazzPa,HAlku/FC,1,2,2022,6
FC POHU/Shrimps,Arkki,1,6,2022,6
KoPa,Nikinmäki United,0,10,2022,6
FC Pikkupussit,PK-35/Legendat,3,0,2022,6
Purha/2,Iitin Pallo-68,1,5,2022,6
PoPo,Jäntevä/Ukot,2,1,2022,6
KarPo,FC Loviisa/2,0,5,2022,6
KOPSE/VI,AskU,2,3,2022,6
FC Vantaa,FC Pikkupussit,6,3,2022,6
Iitin Pallo-68,PoPo,0,0,2022,6
FC Villisiat,Purha/2,1,1,2022,6
Wartti/Wild Boars,Ponnistus/Kermaa,0,0,2022,6
ToTe/Tapio,FC Inter Vuosaari,1,3,2022,6
FC Degis,Veijarit,2,3,2022,6
Kilo IF/3,FC LP,3,1,2022,6
ToTe/Taiskin Tykit,FC Spede,5,2,2022,6
LoPa/2,PEF/KEPU,2,0,2022,6
HerTo/3,AC StaSi,1,2,2022,6
FC Pehmeet ja Märät,Afro Foot Club,2,0,2022,6
FC Honka/Leopardit,Kasiysi/Rovers,6,1,2022,6
Millbrook FC,Ruila,0,3,2022,6
Ponnistus/Peruskallio,FC POHU/Shrimps,5,0,2022,6
KFFK,Tikka/2,9,0,2022,6
HaPK Edustus/2,HiHi,2,2,2022,6
FC Tuusula,HausPa,0,3,2022,6
Strikers/Bertil,Geishan Pallo,1,3,2022,6
Länsiväylän Dynamo,Hukat,2,0,2022,6
FC Babylon/2,FC Fortuna/Itä,1,2,2022,6
Trikiinit,Arkki,0,7,2022,6
FC Parseh,PPS/Diablos Rojos,0,0,2022,6
Kilo IF/1,FC Kirkkonummi/4,0,1,2022,6
HooGee/Hodari,FC Kirkkonummi/3,0,3,2022,6
AC Rastaala/2,NJS/3,0,9,2022,6
HDS/Express,PETO/2,1,0,2022,6
Vermo Vikings,FC Samba,0,5,2022,6
HJK/Töölö,ToTe/Keparoi,0,5,2022,6
FC Pikkupussit,KeiKa,1,0,2022,6
Jäntevä/Ukot,KarPo,1,0,2022,6
HP-47,FC Etapo,3,1,2022,6
HPS/Jägers,Kurvin Vauhti/Partiz,1,3,2022,6
ToBK,Pelikaani,5,0,2022,6
FC Kirkkonummi/4,Kasiysi/Rovers,2,0,2022,6
HIFK/3,HeMan,1,2,2022,6
PK-35/Legendat,FC Korso/U2,3,3,2022,6
FC Vantaa,KoPa,0,2,2022,6
Nikinmäki United,FC Dons,1,1,2022,6
FC POHU/Atl Koffari,HJK/Töölön Ihme,3,2,2022,6
FC Germania/Akademie,FC Kontu/Kupa,0,3,2022,6
FC Loviisa/2,KyPa,1,2,2022,6
Naseva,JaVo,1,0,2022,6
Valtti/R.O.U.,Kurvin Vauhti/Partiz,2,4,2022,6
JaVo,FC Loviisa/2,3,2,2022,6
Kullervo/Überkleber,Millbrook FC,1,4,2022,6
Geishan Pallo,FC POHU/Atl Koffari,4,0,2022,6
HAlku/FC,ToBK,0,4,2022,6
HiHi,MyPa/FC,8,0,2022,6
Afro Foot Club,AFC EMU,7,2,2022,6
HeMan,HPS/Jägers,2,3,2022,6
FC Pehmeet ja Märät,HDS/Express,6,0,2022,6
FC Etapo,Naseva,1,0,2022,6
Pelikaani,KOPSE/VI,1,3,2022,6
HaPK Edustus/2,HP-47,0,6,2022,6
AC StaSi,Strikers/Bertil,5,1,2022,6
Arkki,HJK/Töölö,4,0,2022,6
FC Kontu/Kupa,ToTe/Tapio,0,3,2022,6
Tavastia/FC Mojo,Trikiinit,1,2,2022,6
PETO/2,FC Degis,2,4,2022,6
FC Parseh,FC Vantaa,5,1,2022,6
FC LP,LoPa/2,0,4,2022,6
KeiKa,Nikinmäki United,2,6,2022,6
Tikka/2,HooGee/Hodari,1,3,2022,6
FC Samba,FC Honka/Leopardit,4,6,2022,6
Chicken Wings/2,FC Babylon/2,1,4,2022,6
FC POHU/Shrimps,Valtti/3,1,7,2022,6
Hukat,Kilo IF/3,3,0,2022,6
PEF/KEPU,Länsiväylän Dynamo,1,0,2022,6
KarPo,Iitin Pallo-68,1,0,2022,6
Veijarit,HDS/Express,0,8,2022,6
FC Fortuna/Itä,Wartti/Wild Boars,2,4,2022,6
HJK/Töölön Ihme,HIFK/3,2,2,2022,6
FC Spede,HerTo/3,0,2,2022,6
FC Korso/U2,PPS/Diablos Rojos,2,2,2022,6
FC Kirkkonummi/3,KFFK,3,2,2022,6
NJS/3,Kilo IF/1,0,1,2022,6
Kasiysi/Rovers,LJS/Reservi,1,2,2022,6
HePuLi,FC Pehmeet ja Märät,0,2,2022,6
AC JazzPa,FC Tuusula,3,1,2022,6
Ruila,ToTe/Taiskin Tykit,1,3,2022,6
KoPa,PK-35/Legendat,3,2,2022,6
PoPo,FC Villisiat,3,2,2022,6
FC Inter Vuosaari,FC Germania/Akademie,2,0,2022,6
KyPa,Jäntevä/Ukot,0,1,2022,6
Iitin Pallo-68,KyPa,2,2,2022,6
FC Villisiat,KarPo,2,1,2022,6
AskU,FC Tuusula,1,0,2022,6
Kilo IF/3,Tikka/2,4,0,2022,6
FC Honka/Leopardit,NJS/3,1,1,2022,6
ToTe/Taiskin Tykit,Kullervo/Überkleber,6,1,2022,6
FC Loviisa/2,FC Etapo,1,1,2022,6
HausPa,Pelikaani,2,1,2022,6
FC Fortuna/Itä,ToTe/Tapio,1,1,2022,6
FC Babylon/2,Wartti/Wild Boars,1,2,2022,6
FC LP,HooGee/Hodari,3,4,2022,6
Kurvin Vauhti/Partiz,HeMan,2,2,2022,6
Tavastia/FC Mojo,Valtti/3,1,4,2022,6
FC Parseh,Nikinmäki United,3,1,2022,6
HPS/Jägers,HJK/Töölön Ihme,1,1,2022,6
Millbrook FC,Valtti/R.O.U.,2,0,2022,6
Arkki,Ponnistus/Peruskallio,1,2,2022,6
Trikiinit,HJK/Töölö,4,2,2022,6
Hukat,FC Kirkkonummi/3,3,0,2022,6
Jäntevä/Ukot,JaVo,8,0,2022,6
HP-47,HiHi,2,4,2022,6
Afro Foot Club,FC Degis,6,0,2022,6
FC Pehmeet ja Märät,AFC EMU,2,0,2022,6
HIFK/3,Geishan Pallo,0,0,2022,6
LJS/Reservi,Vermo Vikings,3,0,2022,6
PPS/Diablos Rojos,FC Vantaa,3,0,2022,6
FC Korso/U2,FC Pikkupussit,3,3,2022,6
Kasiysi/Rovers,Kilo IF/1,1,5,2022,6
FC POHU/Atl Koffari,AC StaSi,1,2,2022,6
MyPa/FC,Purha/2,2,5,2022,6
HerTo/3,Ruila,3,1,2022,6
Ponnistus/Kermaa,FC Kontu/Kupa,3,2,2022,6
KoPa,KeiKa,2,0,2022,6
PK-35/Legendat,FC Dons,2,5,2022,6
Naseva,HaPK Edustus/2,1,4,2022,6
JaVo,Iitin Pallo-68,0,4,2022,6
FC Germania/Akademie,FC Fortuna/Itä,1,3,2022,6
AC StaSi,HIFK/3,1,3,2022,6
Geishan Pallo,HPS/Jägers,1,1,2022,6
Ruila,Strikers/Bertil,2,3,2022,6
HiHi,Purha/2,3,5,2022,6
ToBK,KOPSE/VI,5,0,2022,6
FC Inter Vuosaari,Ponnistus/Kermaa,2,1,2022,6
Valtti/3,Arkki,1,0,2022,6
FC POHU/Shrimps,ToTe/Keparoi,0,1,2022,6
KFFK,LoPa/2,1,3,2022,6
KPPK,PETO/2,2,1,2022,6
HausPa,AskU,0,3,2022,6
FC Pikkupussit,FC Parseh,2,2,2022,6
FC Etapo,Jäntevä/Ukot,0,7,2022,6
HaPK Edustus/2,FC Loviisa/2,0,1,2022,6
FC Vantaa,PK-35/Legendat,2,1,2022,6
Länsiväylän Dynamo,Kilo IF/3,0,5,2022,6
FC Spede,FC POHU/Atl Koffari,0,2,2022,6
ToTe/Tapio,FC Babylon/2,2,2,2022,6
Vermo Vikings,FC Honka/Leopardit,1,4,2022,6
KeiKa,FC Korso/U2,0,3,2022,6
AC Rastaala/2,LJS/Reservi,0,3,2022,6
Ponnistus/Peruskallio,Trikiinit,4,4,2022,6
FC Dons,KoPa,2,0,2022,6
Hukat,Tikka/2,8,0,2022,6
HP-47,Naseva,2,1,2022,6
FC Kontu/Kupa,Chicken Wings/2,1,1,2022,6
Veijarit,KPPK,1,2,2022,6
HJK/Töölön Ihme,Kurvin Vauhti/Partiz,3,4,2022,6
FC Degis,FC Pehmeet ja Märät,1,3,2022,6
FC Kirkkonummi/3,FC LP,4,0,2022,6
Nikinmäki United,PPS/Diablos Rojos,2,5,2022,6
FC Tuusula,HAlku/FC,1,6,2022,6
Kullervo/Überkleber,HerTo/3,1,3,2022,6
AC JazzPa,Pelikaani,0,0,2022,6
NJS/3,FC Samba,5,0,2022,6
PoPo,MyPa/FC,3,2,2022,6
KyPa,FC Villisiat,4,0,2022,6
Valtti/3,Tavastia/FC Mojo,2,0,2022,6
Ponnistus/Peruskallio,Arkki,1,4,2022,6
AFC EMU,FC Pehmeet ja Märät,1,2,2022,6
Purha/2,HP-47,4,5,2022,6
Chicken Wings/2,FC Kontu/Kupa,0,1,2022,6
FC Degis,Afro Foot Club,1,5,2022,6
Iitin Pallo-68,FC Villisiat,3,3,2022,6
FC Fortuna/Itä,FC Germania/Akademie,3,3,2022,6
Ponnistus/Kermaa,FC Inter Vuosaari,1,4,2022,6
HDS/Express,HePuLi,1,1,2022,6
PETO/2,KPPK,2,1,2022,6
KOPSE/VI,HausPa,2,4,2022,6
Purha/2,PoPo,1,2,2022,6
Iitin Pallo-68,FC Etapo,1,1,2022,6
FC Villisiat,JaVo,2,2,2022,6
FC Vantaa,Nikinmäki United,0,2,2022,6
Kilo IF/3,FC Kirkkonummi/3,0,5,2022,6
FC Pehmeet ja Märät,Veijarit,4,2,2022,6
LoPa/2,Tikka/2,5,0,2022,6
Strikers/Bertil,Kullervo/Überkleber,1,1,2022,6
LJS/Reservi,NJS/3,0,2,2022,6
FC Honka/Leopardit,FC Kirkkonummi/4,1,2,2022,6
FC Loviisa/2,HP-47,4,0,2022,6
Pelikaani,FC Tuusula,2,1,2022,6
HAlku/FC,AskU,0,1,2022,6
KPPK,HDS/Express,2,2,2022,6
Afro Foot Club,HePuLi,4,0,2022,6
HerTo/3,Millbrook FC,0,2,2022,6
Arkki,Tavastia/FC Mojo,7,0,2022,6
HJK/Töölö,Ponnistus/Peruskallio,2,2,2022,6
Vermo Vikings,AC Rastaala/2,1,1,2022,6
Länsiväylän Dynamo,KFFK,3,4,2022,6
FC Parseh,FC Korso/U2,1,1,2022,6
FC Samba,Kilo IF/1,5,3,2022,6
PK-35/Legendat,KeiKa,4,0,2022,6
AFC EMU,FC Degis,1,2,2022,6
Ponnistus/Kermaa,FC Germania/Akademie,3,1,2022,6
Hukat,HooGee/Hodari,4,2,2022,6
PEF/KEPU,FC LP,0,1,2022,6
FC Babylon/2,FC Inter Vuosaari,0,1,2022,6
Jäntevä/Ukot,HaPK Edustus/2,5,3,2022,6
ToTe/Keparoi,Valtti/3,1,1,2022,6
Trikiinit,FC POHU/Shrimps,5,1,2022,6
FC POHU/Atl Koffari,Ruila,2,1,2022,6
Wartti/Wild Boars,ToTe/Tapio,0,2,2022,6
HIFK/3,FC Spede,2,0,2022,6
PPS/Diablos Rojos,FC Dons,1,2,2022,6
ToTe/Taiskin Tykit,Valtti/R.O.U.,3,0,2022,6
MyPa/FC,KarPo,2,3,2022,6
HPS/Jägers,AC StaSi,1,5,2022,6
Kurvin Vauhti/Partiz,Geishan Pallo,3,3,2022,6
KoPa,FC Pikkupussit,1,2,2022,6
Naseva,HiHi,0,4,2022,6
FC Fortuna/Itä,Chicken Wings/2,2,2,2022,6
HeMan,HJK/Töölön Ihme,3,0,2022,6
FC Vantaa,FC Korso/U2,3,2,2022,6
FC Pehmeet ja Märät,FC Degis,0,1,2022,6
