team_home,team_away,goals_home,goals_away,season,league_division
PPJ/Faijat Jätkäsaari,TöTa/FC Mauskis,0,1,2025,6
HJK/Töölön Ihme,Pessoas Boas,1,7,2025,6
EPS/2,HooGee/Hodari,4,0,2025,6
FC Kirkkonummi/2,Tikka/2,0,3,2025,6
FC Villisiat,HiHi,3,1,2025,6
HaTP,KarPo,3,2,2025,6
Valtti/LA,FC Viikingit/S.C.P L,2,2,2025,6
Töölö Tigers,FC Dons/Akatemia,2,2,2025,6
Union Plaani/17,JaVo,2,1,2025,6
Sibbo-Vargarna/2,KP-75,4,3,2025,6
Ares -86,KOPSE/VI,0,3,2025,6
Andalus FC/Alpujarra,FC Kontu/U23,5,5,2025,6
Pelikaani,HAlku/FC,1,0,2025,6
KJS/Sininen,Länsiväylän Dynamo,8,0,2025,6
Korian Klubi/2,Naseva,7,2,2025,6
StaKe FC,Helsinki Stars,0,3,2025,6
FC Tuusula,JäPS/Akatemia,0,5,2025,6
FC POHU/Toivo,PiTa/II,5,3,2025,6
Lännen Torpedo,HJK/Kantsu 94,1,2,2025,6
AFG united,Veijarit,2,1,2025,6
KeiKa,PPS/Diablos Rojos,1,1,2025,6
Kilo IF/3,HH Palloveikot,2,3,2025,6
PEP/Pitkätossut,VJS/3,1,2,2025,6
FC Kapina/2,HausPa,0,4,2025,6
AC JazzPa,FC MVP,0,9,2025,6
HPS/Jägers,NJS/2,4,2,2025,6
HePuLi,HeMan,2,3,2025,6
Vermo Vikings,ViTa,4,1,2025,6
MK United/Warriors,Tähti Helsinki,3,0,2025,6
FC Kontu/ST,FC Degis,6,0,2025,6
FC POHU/SiPa,Mando United,2,2,2025,6
Käpylä Maanantai,Jokerit FC/2,4,2,2025,6
Geishan Pallo,PPJ/West Wanderers,0,3,2025,6
JäPS/City,Iitin Pallo-68,3,3,2025,6
PPJ/Jätkäsaari,FC OHO UNITED,4,3,2025,6
MLHF,FC POHU/JäPa,2,0,2025,6
PPV/Seos,FC Babylon,2,1,2025,6
MyPa/FC,Jäntevä/Ukot,2,1,2025,6
Ruila,FC POHU/Traktori,2,6,2025,6
FC Germania/Akademie,DFSV,4,3,2025,6
Kullervo/Mosaic,FC Juvantus,2,0,2025,6
FC Kiffen/2,FC POHU/Futboleros,1,2,2025,6
Kutosen Klopit,Espoon Sonnit,0,2,2025,6
FC Kotkat,FC FC,3,1,2025,6
Lännen Torpedo,PPS/Diablos Rojos,2,2,2025,6
Valtti/LA,Andalus FC/Alpujarra,2,1,2025,6
EPS/2,FC Kirkkonummi/2,1,0,2025,6
Sibbo-Vargarna/2,FC MVP,3,3,2025,6
FC Villisiat,PoPo,1,3,2025,6
JaVo,Korian Klubi/2,10,1,2025,6
Pelikaani,JäPS/Akatemia,2,3,2025,6
KarPo,ViSa,2,1,2025,6
DFSV,Kurvin Vauhti/Partiz,1,5,2025,6
Kullervo/Mosaic,Jokerit FC/2,5,4,2025,6
KeiKa,HPS/Jägers,2,0,2025,6
FC Kontu/ST,MLHF,4,1,2025,6
AFG united,FC Viikingit/S.C.P L,3,3,2025,6
PEP/Pitkätossut,NJS/2,1,5,2025,6
Ruila,FC Kontu/U23,1,6,2025,6
AC JazzPa,FC Tuusula,3,3,2025,6
FC POHU/SiPa,Käpylä Maanantai,3,1,2025,6
FC Germania/Akademie,Mando United,1,4,2025,6
MK United/Warriors,Veijarit,2,0,2025,6
AC Rastaala,Tikka/2,1,5,2025,6
Länsiväylän Dynamo,ViTa,3,3,2025,6
KP-75,KOPSE/VI,2,11,2025,6
Union Plaani/17,HausPa,1,4,2025,6
AC StaSi,PuiU/Akatemia,2,1,2025,6
FC OHO UNITED,HeMan,1,1,2025,6
PPJ/Jätkäsaari,FC Babylon,1,1,2025,6
KJS/Sininen,HooGee/Hodari,7,2,2025,6
HAlku/FC,Ares -86,1,3,2025,6
JäPS/City,FC Kapina/2,0,4,2025,6
FC Etapo,MyPa/FC,0,2,2025,6
FC POHU/Traktori,Tähti Helsinki,1,1,2025,6
Strikers/Bertil,HePuLi,3,0,2025,6
Ponnistus/Peruskallio,PiTa/II,1,1,2025,6
PPJ/Faijat Jätkäsaari,FC Kiffen/2,1,8,2025,6
PPS/Diablos Rojos,PEP/Pitkätossut,0,1,2025,6
FC MVP,Pelikaani,1,0,2025,6
Mäntsälän Urheilijat,HausPa,0,4,2025,6
FC Kirkkonummi/2,KJS/Sininen,1,3,2025,6
NJS/2,HJK/Kantsu 94,3,2,2025,6
Ares -86,AC JazzPa,3,3,2025,6
Korian Klubi/2,JäPS/City,1,2,2025,6
Helsinki Stars,FC Dons/Akatemia,4,2,2025,6
MyPa/FC,FC Villisiat,1,0,2025,6
JäPS/Akatemia,KP-75,10,2,2025,6
FC Tuusula,Sibbo-Vargarna/2,2,8,2025,6
StaKe FC,HJK/Töölön Ihme,6,1,2025,6
Kilo IF/3,FC POHU/CJ United,0,9,2025,6
FC POHU/Shrimps,VJS/3,0,7,2025,6
FC Babylon,Ponnistus/Peruskallio,2,1,2025,6
Pessoas Boas,Töölö Tigers,2,2,2025,6
Kutosen Klopit,Geishan Pallo,2,0,2025,6
Tikka/2,Länsiväylän Dynamo,6,0,2025,6
HePuLi,PPV/Seos,1,0,2025,6
HooGee/Hodari,AC Rastaala,0,2,2025,6
KOPSE/VI,HAlku/FC,10,0,2025,6
PPJ/West Wanderers,FC Kotkat,1,1,2025,6
PoPo,HaTP,6,1,2025,6
Naseva,JaVo,0,0,2025,6
TöTa/FC Mauskis,FC POHU/Futboleros,0,0,2025,6
HPS/Jägers,Lännen Torpedo,2,3,2025,6
Vermo Vikings,EPS/2,1,1,2025,6
Espoon Sonnit,FC FC,1,0,2025,6
Jäntevä/Ukot,HiHi,0,1,2025,6
ViSa,FC Etapo,0,0,2025,6
PiTa/II,FC OHO UNITED,2,2,2025,6
KPPK,FC Mango,2,1,2024,6
PaPe,KPPK,2,3,2024,6
KPPK,Vietfin FC,0,2,2024,6
FC POHU/Gettopojat,FC Mango,1,1,2024,6
PaPe,PiTa,2,3,2024,6
LePa/Cityboys,Purha,4,0,2024,6
FC FC,HeMan,2,1,2024,6
Strikers/Bertil,FC POHU/Shrimps,9,0,2024,6
Kilo IF/3,HooGee/23,2,4,2024,6
Lahden United,PaPe,0,1,2024,6
PPV/Seos,FC OHO UNITED,2,0,2024,6
Ares -86,KelA/Akatemia,0,4,2024,6
Flamingo United/2,HausPa,0,6,2024,6
KarPo,HaTP,3,3,2024,6
HeMan,Kurvin Vauhti/Partiz,0,3,2024,6
LePa/Cityboys,FC Kirkkonummi/3,8,1,2024,6
ViSa,Jäntevä/Ukot,1,6,2024,6
FC Tuusula,FC MVP,1,6,2024,6
Kullervo/Mosaic,Käpylä Maanantai,0,0,2024,6
HePuLi,FC POHU/SiPa,1,1,2024,6
FC Kontu/TDJ,Ruila,1,1,2024,6
FC Juvantus,LPS/reservi,0,1,2024,6
Veijarit,HerTo/3,3,2,2024,6
Ponnistus/Kermaa,PK-35/Legendat,2,7,2024,6
HooGee/Hodari,PiTa,0,4,2024,6
EsPa/AFG,KJS/Sininen,1,4,2024,6
Andalus FC/Alpujarra,Jokerit FC/2,3,3,2024,6
Purha,PoPo,4,5,2024,6
Länsiväylän Dynamo,AC Rastaala,3,5,2024,6
Vietfin FC,FC Eagles,4,4,2024,6
FC Haxi,FC Kontu/ST,2,2,2024,6
AC JazzPa,FC Kapina/2,2,4,2024,6
PPS/Diablos Rojos,JäPS/United,1,1,2024,6
FC City,StaPa De Royale,0,8,2024,6
PPJ/Faijat Jätkäsaari,Pessoas Boas,1,2,2024,6
Naseva,Korian Klubi/2,3,1,2024,6
FC POHU/Atl Koffari,FC Germania/Akademie,1,2,2024,6
FC POHU/United,KPPK,2,0,2024,6
MyPa/FC,JaVo,0,1,2024,6
FC Dons/Akatemia,HJK/Töölön Ihme,1,1,2024,6
FC Puimur,FC POHU/Shrimps,1,2,2024,6
FC Viikingit/S.C.P L,Valtti/keltainen,6,1,2024,6
MLHF,TiPS/Legends,6,0,2024,6
Kulps,Ponnistus/Peruskallio,2,2,2024,6
TöTa/FC Mauskis,FC FC,4,0,2024,6
Geishan Pallo,LePa/Via Alberga,0,4,2024,6
FC Mango,AFC EMU,3,1,2024,6
Strikers/Bertil,HPS/Jägers,1,0,2024,6
FC POHU/Gettopojat,FC ST4Y,2,5,2024,6
HJK/Kantsu 94,HH Palloveikot,3,1,2024,6
HAlku/FC,KeiKa,1,8,2024,6
Lännen Torpedo,Vermo Vikings,2,2,2024,6
Lahden United,Korian Klubi/2,7,3,2024,6
FC Villisiat,Naseva,3,1,2024,6
FC Loviisa/LIK,HiHi,3,0,2024,6
FC MVP,PPS/Diablos Rojos,1,0,2024,6
FC POHU/SiPa,HooGee/Hodari,5,0,2024,6
Flamingo United/2,Iitin Pallo-68,1,2,2024,6
HaTP,FC Etapo,1,2,2024,6
LePa/Via Alberga,PPV/Seos,2,0,2024,6
FC POHU/United,FC POHU/Shrimps,9,0,2024,6
HerTo/3,Veijarit,4,0,2024,6
TiPS/Legends,FC Viikingit/S.C.P L,1,3,2024,6
HPS/Jägers,FC Puimur,2,0,2024,6
FC ST4Y,HeMan,8,0,2024,6
KelA/Akatemia,AC JazzPa,5,0,2024,6
Jäntevä/Ukot,FC Loviisa/LIK,7,0,2024,6
PaPe,MyPa/FC,4,1,2024,6
Valtti/keltainen,FC Eagles,1,18,2024,6
Vermo Vikings,Geishan Pallo,1,3,2024,6
HH Palloveikot,Ponnistus/Kermaa,2,3,2024,6
FC FC,PPJ/Faijat Jätkäsaari,3,0,2024,6
Kurvin Vauhti/Partiz,TöTa/FC Mauskis,0,1,2024,6
FC Germania/Akademie,Kullervo/Mosaic,2,2,2024,6
HJK/Töölön Ihme,FC POHU/Gettopojat,1,7,2024,6
Fc Vuosaari/Ex-WK,FC Kontu/TDJ,0,3,2024,6
PiTa,Lännen Torpedo,6,0,2024,6
AFC EMU,FC Haxi,2,7,2024,6
KeiKa,Ares -86,5,1,2024,6
PK-35/Legendat,Strikers/Bertil,7,2,2024,6
FC Kirkkonummi/3,EsPa/AFG,2,1,2024,6
AC Rastaala,ViTa,1,2,2024,6
KJS/Sininen,Kilo IF/3,3,2,2024,6
JäPS/United,HAlku/FC,4,1,2024,6
Pessoas Boas,FC Dons/Akatemia,3,1,2024,6
StaPa De Royale,FC Juvantus,10,0,2024,6
Ruila,MLHF,2,8,2024,6
FC Kontu/ST,Veijarit,2,1,2024,6
KPPK,HJK/Kantsu 94,2,1,2024,6
Käpylä Maanantai,Kulps,3,2,2024,6
HooGee/23,Länsiväylän Dynamo,9,0,2024,6
HiHi,KarPo,1,8,2024,6
Ponnistus/Peruskallio,FC City,2,3,2024,6
FC OHO UNITED,HePuLi,0,2,2024,6
HerTo/3,AC StaSi,3,2,2024,6
FC Fortuna/Itä,Vietfin FC,1,3,2024,6
FC Kapina/2,FC Tuusula,4,1,2024,6
Jokerit FC/2,FC Mango,1,4,2024,6
PoPo,ViSa,3,0,2024,6
FC Eagles,FC Fortuna/Itä,6,0,2024,6
HeMan,PPJ/Faijat Jätkäsaari,1,2,2024,6
FC MVP,KeiKa,2,1,2024,6
Flamingo United/2,FC Villisiat,1,3,2024,6
LePa/Via Alberga,FC OHO UNITED,4,2,2024,6
FC POHU/United,Ponnistus/Kermaa,3,0,2024,6
HausPa,PaPe,1,2,2024,6
HiHi,HaTP,0,3,2024,6
Vietfin FC,MLHF,0,2,2024,6
KelA/Akatemia,FC Kapina/2,6,0,2024,6
FC Loviisa/LIK,PoPo,0,4,2024,6
KarPo,Purha,0,1,2024,6
FC Etapo,ViSa,1,1,2024,6
Valtti/keltainen,FC Fortuna/Itä,2,5,2024,6
FC Juvantus,Kullervo/Mosaic,0,3,2024,6
PPV/Seos,HooGee/Hodari,3,2,2024,6
Länsiväylän Dynamo,LePa/Cityboys,2,4,2024,6
HePuLi,Lännen Torpedo,6,1,2024,6
FC Kontu/ST,HerTo/3,1,0,2024,6
TöTa/FC Mauskis,FC Dons/Akatemia,1,0,2024,6
FC POHU/Gettopojat,Pessoas Boas,1,0,2024,6
FC FC,HJK/Töölön Ihme,5,3,2024,6
FC Puimur,PK-35/Legendat,0,9,2024,6
Kilo IF/3,FC Kirkkonummi/3,1,5,2024,6
Ares -86,JäPS/United,1,5,2024,6
FC Haxi,Jokerit FC/2,9,0,2024,6
Korian Klubi/2,JaVo,0,5,2024,6
HJK/Kantsu 94,Strikers/Bertil,3,1,2024,6
FC Eagles,FC Kontu/TDJ,6,0,2024,6
HH Palloveikot,HPS/Jägers,3,1,2024,6
Kulps,FC Germania/Akademie,0,2,2024,6
AC StaSi,FC Mango,1,1,2024,6
HooGee/23,AC Rastaala,4,3,2024,6
ViTa,EsPa/AFG,2,1,2024,6
FC POHU/SiPa,Vermo Vikings,2,2,2024,6
FC POHU/Shrimps,KPPK,0,10,2024,6
AC JazzPa,PPS/Diablos Rojos,5,0,2024,6
FC Viikingit/S.C.P L,Ruila,5,1,2024,6
Veijarit,Andalus FC/Alpujarra,1,3,2024,6
Ponnistus/Peruskallio,StaPa De Royale,0,6,2024,6
FC ST4Y,Kurvin Vauhti/Partiz,2,2,2024,6
Geishan Pallo,PiTa,1,6,2024,6
Naseva,MyPa/FC,3,0,2024,6
Fc Vuosaari/Ex-WK,TiPS/Legends,0,2,2024,6
FC City,FC POHU/Atl Koffari,4,0,2024,6
FC Tuusula,HAlku/FC,2,3,2024,6
LPS/reservi,Käpylä Maanantai,6,1,2024,6
HAlku/FC,AC JazzPa,5,0,2024,6
FC OHO UNITED,Geishan Pallo,2,1,2024,6
PPJ/Faijat Jätkäsaari,FC POHU/Gettopojat,0,3,2024,6
EsPa/AFG,Länsiväylän Dynamo,0,0,2024,6
FC Villisiat,Korian Klubi/2,3,1,2024,6
FC Mango,FC Haxi,1,6,2024,6
FC POHU/United,Strikers/Bertil,4,0,2024,6
FC Fortuna/Itä,Fc Vuosaari/Ex-WK,1,1,2024,6
FC Kirkkonummi/3,ViTa,3,5,2024,6
HPS/Jägers,FC POHU/Shrimps,9,1,2024,6
Lahden United,HausPa,3,0,2024,6
FC Dons/Akatemia,HeMan,2,1,2024,6
PaPe,Naseva,4,1,2024,6
FC Mango,Veijarit,3,1,2024,6
PK-35/Legendat,HJK/Kantsu 94,5,2,2024,6
Vermo Vikings,LePa/Via Alberga,3,1,2024,6
FC OHO UNITED,FC POHU/SiPa,2,3,2024,6
FC Kontu/TDJ,FC Viikingit/S.C.P L,0,4,2024,6
Pessoas Boas,TöTa/FC Mauskis,3,0,2024,6
KPPK,HH Palloveikot,2,2,2024,6
MLHF,FC Eagles,2,5,2024,6
KeiKa,KelA/Akatemia,0,1,2024,6
HooGee/Hodari,Geishan Pallo,1,2,2024,6
Andalus FC/Alpujarra,FC Haxi,1,9,2024,6
KJS/Sininen,HooGee/23,3,4,2024,6
JäPS/United,FC Tuusula,1,0,2024,6
Jokerit FC/2,AC StaSi,3,4,2024,6
Lännen Torpedo,PPV/Seos,2,3,2024,6
AFC EMU,FC Kontu/ST,1,2,2024,6
FC Germania/Akademie,FC Juvantus,3,2,2024,6
Ruila,Vietfin FC,2,4,2024,6
TiPS/Legends,Valtti/keltainen,15,0,2024,6
Purha,FC Loviisa/LIK,2,2,2024,6
Jäntevä/Ukot,HiHi,2,1,2024,6
ViSa,KarPo,1,2,2024,6
FC POHU/Atl Koffari,Kulps,3,0,2024,6
Ponnistus/Kermaa,FC Puimur,3,0,2024,6
PPS/Diablos Rojos,Ares -86,3,1,2024,6
StaPa De Royale,LPS/reservi,2,2,2024,6
Kullervo/Mosaic,FC City,1,2,2024,6
HJK/Töölön Ihme,FC ST4Y,0,6,2024,6
PiTa,HePuLi,3,1,2024,6
FC Kapina/2,FC MVP,2,5,2024,6
Käpylä Maanantai,Ponnistus/Peruskallio,2,1,2024,6
Kurvin Vauhti/Partiz,FC FC,0,2,2024,6
MyPa/FC,Iitin Pallo-68,1,6,2024,6
PoPo,FC Etapo,1,0,2024,6
EsPa/AFG,AC Rastaala,1,1,2024,6
Flamingo United/2,Lahden United,0,6,2024,6
Iitin Pallo-68,PaPe,1,0,2024,6
KelA/Akatemia,PPS/Diablos Rojos,5,0,2024,6
LePa/Via Alberga,HooGee/Hodari,1,2,2024,6
HiHi,Purha,0,7,2024,6
Ares -86,FC MVP,1,3,2024,6
HAlku/FC,FC Kapina/2,1,3,2024,6
FC Tuusula,KeiKa,0,2,2024,6
FC Etapo,Jäntevä/Ukot,1,0,2024,6
KarPo,PoPo,1,1,2024,6
Valtti/keltainen,FC Kontu/TDJ,1,3,2024,6
FC Eagles,Ruila,8,1,2024,6
PPV/Seos,PiTa,0,2,2024,6
Länsiväylän Dynamo,FC Kirkkonummi/3,1,3,2024,6
FC Kontu/ST,Andalus FC/Alpujarra,2,2,2024,6
MLHF,FC Fortuna/Itä,3,3,2024,6
TöTa/FC Mauskis,HJK/Töölön Ihme,2,1,2024,6
FC POHU/Shrimps,Ponnistus/Kermaa,0,2,2024,6
HePuLi,Vermo Vikings,1,1,2024,6
FC Viikingit/S.C.P L,Fc Vuosaari/Ex-WK,1,0,2024,6
Geishan Pallo,FC POHU/SiPa,1,0,2024,6
HJK/Kantsu 94,HPS/Jägers,1,6,2024,6
Veijarit,Jokerit FC/2,0,2,2024,6
Vietfin FC,TiPS/Legends,1,2,2024,6
HeMan,Pessoas Boas,0,2,2024,6
Strikers/Bertil,KPPK,1,2,2024,6
FC Juvantus,Käpylä Maanantai,2,0,2024,6
Kulps,LPS/reservi,1,4,2024,6
PK-35/Legendat,FC POHU/United,4,2,2024,6
ViTa,KJS/Sininen,2,3,2024,6
HooGee/23,LePa/Cityboys,1,1,2024,6
Kullervo/Mosaic,StaPa De Royale,1,5,2024,6
ViSa,HaTP,3,1,2024,6
FC POHU/Gettopojat,FC FC,3,2,2024,6
AC StaSi,AFC EMU,3,3,2024,6
FC Mango,HerTo/3,0,1,2024,6
FC Dons/Akatemia,Kurvin Vauhti/Partiz,0,2,2024,6
FC Puimur,HH Palloveikot,2,4,2024,6
Ponnistus/Peruskallio,FC POHU/Atl Koffari,4,1,2024,6
AC JazzPa,JäPS/United,1,1,2024,6
FC City,FC Germania/Akademie,3,2,2024,6
Lännen Torpedo,FC OHO UNITED,1,1,2024,6
FC ST4Y,PPJ/Faijat Jätkäsaari,5,0,2024,6
Korian Klubi/2,HausPa,1,3,2024,6
MyPa/FC,FC Villisiat,3,0,2024,6
Naseva,JaVo,1,1,2024,6
FC POHU/SiPa,PPV/Seos,5,3,2024,6
TiPS/Legends,FC Fortuna/Itä,1,2,2024,6
PPJ/Faijat Jätkäsaari,FC Dons/Akatemia,2,2,2024,6
FC MVP,AC JazzPa,11,0,2024,6
Jokerit FC/2,FC Kontu/ST,2,2,2024,6
Lahden United,MyPa/FC,2,1,2024,6
Korian Klubi/2,Iitin Pallo-68,1,2,2024,6
JaVo,FC Villisiat,0,0,2024,6
LePa/Cityboys,EsPa/AFG,6,1,2024,6
HausPa,Naseva,2,4,2024,6
HPS/Jägers,KPPK,0,2,2024,6
Kulps,FC Juvantus,2,1,2024,6
FC Loviisa/LIK,FC Etapo,2,2,2024,6
PaPe,Flamingo United/2,16,0,2024,6
PK-35/Legendat,FC POHU/Shrimps,12,1,2024,6
Vermo Vikings,FC OHO UNITED,1,2,2024,6
FC POHU/Gettopojat,TöTa/FC Mauskis,2,0,2024,6
FC Kontu/TDJ,MLHF,0,4,2024,6
HJK/Töölön Ihme,Kurvin Vauhti/Partiz,1,1,2024,6
HH Palloveikot,FC POHU/United,0,5,2024,6
Geishan Pallo,HePuLi,7,1,2024,6
FC Viikingit/S.C.P L,Vietfin FC,0,3,2024,6
KeiKa,FC Kapina/2,3,2,2024,6
HooGee/Hodari,Lännen Torpedo,1,5,2024,6
FC Kirkkonummi/3,HooGee/23,0,4,2024,6
Ares -86,FC Tuusula,4,1,2024,6
KJS/Sininen,AC Rastaala,4,1,2024,6
Andalus FC/Alpujarra,FC Mango,2,5,2024,6
JäPS/United,KelA/Akatemia,0,4,2024,6
FC POHU/Atl Koffari,Kullervo/Mosaic,1,3,2024,6
Ponnistus/Kermaa,Strikers/Bertil,2,1,2024,6
FC Germania/Akademie,Ponnistus/Peruskallio,0,1,2024,6
Fc Vuosaari/Ex-WK,FC Eagles,1,5,2024,6
AFC EMU,HerTo/3,0,5,2024,6
Purha,ViSa,2,1,2024,6
ViTa,Kilo IF/3,1,3,2024,6
Jäntevä/Ukot,HaTP,2,0,2024,6
FC Haxi,AC StaSi,3,1,2024,6
FC Puimur,HJK/Kantsu 94,1,6,2024,6
Käpylä Maanantai,StaPa De Royale,0,5,2024,6
Ruila,Valtti/keltainen,16,0,2024,6
PPS/Diablos Rojos,HAlku/FC,3,1,2024,6
Pessoas Boas,FC ST4Y,0,3,2024,6
PiTa,LePa/Via Alberga,2,4,2024,6
PoPo,HiHi,4,3,2024,6
EsPa/AFG,Kilo IF/3,4,1,2024,6
HeMan,HJK/Töölön Ihme,2,1,2024,6
HaTP,PoPo,3,8,2024,6
Iitin Pallo-68,JaVo,2,2,2024,6
FC Villisiat,PaPe,2,2,2024,6
KelA/Akatemia,FC MVP,9,3,2024,6
LePa/Via Alberga,FC POHU/SiPa,2,0,2024,6
FC Fortuna/Itä,Ruila,0,3,2024,6
HausPa,MyPa/FC,2,1,2024,6
HPS/Jägers,FC POHU/United,2,5,2024,6
FC OHO UNITED,PiTa,0,1,2024,6
FC Etapo,Purha,2,1,2024,6
HAlku/FC,Ares -86,3,3,2024,6
KarPo,Jäntevä/Ukot,3,5,2024,6
Valtti/keltainen,Fc Vuosaari/Ex-WK,0,10,2024,6
Kullervo/Mosaic,Kulps,2,0,2024,6
PPV/Seos,Vermo Vikings,0,3,2024,6
Länsiväylän Dynamo,KJS/Sininen,1,3,2024,6
Vietfin FC,FC Kontu/TDJ,9,2,2024,6
Ponnistus/Peruskallio,LPS/reservi,1,14,2024,6
TöTa/FC Mauskis,PPJ/Faijat Jätkäsaari,2,0,2024,6
HePuLi,HooGee/Hodari,1,2,2024,6
FC ST4Y,FC FC,6,1,2024,6
AC StaSi,Andalus FC/Alpujarra,6,1,2024,6
HJK/Kantsu 94,Ponnistus/Kermaa,2,0,2024,6
AC Rastaala,FC Kirkkonummi/3,7,1,2024,6
Strikers/Bertil,FC Puimur,4,2,2024,6
Kurvin Vauhti/Partiz,Pessoas Boas,0,2,2024,6
Lännen Torpedo,Geishan Pallo,4,0,2024,6
FC City,Käpylä Maanantai,4,1,2024,6
HerTo/3,Jokerit FC/2,1,0,2024,6
FC Juvantus,FC POHU/Atl Koffari,1,4,2024,6
ViTa,LePa/Cityboys,2,1,2024,6
Korian Klubi/2,Flamingo United/2,8,0,2024,6
MLHF,FC Viikingit/S.C.P L,3,2,2024,6
FC POHU/Shrimps,HH Palloveikot,0,7,2024,6
ViSa,FC Loviisa/LIK,3,0,2024,6
FC Dons/Akatemia,FC POHU/Gettopojat,1,2,2024,6
KPPK,PK-35/Legendat,1,0,2024,6
StaPa De Royale,FC Germania/Akademie,7,0,2024,6
AC JazzPa,KeiKa,0,8,2024,6
FC Eagles,TiPS/Legends,1,1,2024,6
Veijarit,AFC EMU,3,2,2024,6
FC Tuusula,PPS/Diablos Rojos,1,3,2024,6
FC Kapina/2,JäPS/United,1,4,2024,6
Naseva,Lahden United,0,0,2024,6
FC POHU/Shrimps,Strikers/Bertil,0,5,2024,6
HeMan,FC POHU/Gettopojat,2,2,2024,6
FC Fortuna/Itä,FC Kontu/TDJ,1,2,2024,6
FC MVP,HAlku/FC,2,3,2024,6
Flamingo United/2,Naseva,2,6,2024,6
HaTP,Purha,2,3,2024,6
Iitin Pallo-68,HausPa,2,3,2024,6
FC Villisiat,Lahden United,0,6,2024,6
JaVo,PaPe,5,1,2024,6
KelA/Akatemia,FC Tuusula,4,1,2024,6
LePa/Via Alberga,HePuLi,1,0,2024,6
FC POHU/United,FC Puimur,11,1,2024,6
HiHi,FC Etapo,0,5,2024,6
HPS/Jägers,PK-35/Legendat,0,2,2024,6
Korian Klubi/2,MyPa/FC,2,2,2024,6
KarPo,FC Loviisa/LIK,1,1,2024,6
Valtti/keltainen,Vietfin FC,1,11,2024,6
Käpylä Maanantai,FC Germania/Akademie,2,2,2024,6
PPV/Seos,Geishan Pallo,1,1,2024,6
Vermo Vikings,PiTa,2,2,2024,6
Länsiväylän Dynamo,Kilo IF/3,2,2,2024,6
Kurvin Vauhti/Partiz,PPJ/Faijat Jätkäsaari,1,2,2024,6
KPPK,Ponnistus/Kermaa,2,1,2024,6
HH Palloveikot,Strikers/Bertil,2,0,2024,6
KeiKa,JäPS/United,3,1,2024,6
FC POHU/SiPa,Lännen Torpedo,1,3,2024,6
AC Rastaala,LePa/Cityboys,0,1,2024,6
TiPS/Legends,Ruila,2,3,2024,6
KJS/Sininen,FC Kirkkonummi/3,11,1,2024,6
Fc Vuosaari/Ex-WK,MLHF,2,0,2024,6
AFC EMU,Jokerit FC/2,2,1,2024,6
FC City,Kulps,5,1,2024,6
HJK/Töölön Ihme,Pessoas Boas,2,2,2024,6
FC POHU/Shrimps,HJK/Kantsu 94,1,9,2024,6
Ponnistus/Peruskallio,FC Juvantus,2,1,2024,6
ViTa,HooGee/23,3,2,2024,6
Jäntevä/Ukot,PoPo,3,2,2024,6
HerTo/3,Andalus FC/Alpujarra,2,1,2024,6
FC FC,FC Dons/Akatemia,0,1,2024,6
StaPa De Royale,FC POHU/Atl Koffari,14,0,2024,6
AC JazzPa,Ares -86,0,1,2024,6
FC Kontu/ST,AC StaSi,4,3,2024,6
Veijarit,FC Haxi,0,3,2024,6
LPS/reservi,Kullervo/Mosaic,1,1,2024,6
FC ST4Y,TöTa/FC Mauskis,1,0,2024,6
FC Kapina/2,PPS/Diablos Rojos,5,2,2024,6
FC OHO UNITED,HooGee/Hodari,4,2,2024,6
PPJ/Faijat Jätkäsaari,HJK/Töölön Ihme,1,3,2024,6
EsPa/AFG,HooGee/23,1,4,2024,6
Kullervo/Mosaic,Ponnistus/Peruskallio,5,1,2024,6
Lahden United,JaVo,5,0,2024,6
Iitin Pallo-68,Naseva,5,0,2024,6
LePa/Cityboys,KJS/Sininen,1,0,2024,6
HJK/Kantsu 94,FC POHU/United,0,5,2024,6
Ares -86,FC Kapina/2,1,2,2024,6
HausPa,FC Villisiat,1,0,2024,6
FC Kontu/TDJ,TiPS/Legends,0,2,2024,6
HAlku/FC,KelA/Akatemia,1,7,2024,6
Kulps,StaPa De Royale,1,5,2024,6
FC Etapo,KarPo,1,0,2024,6
PaPe,Korian Klubi/2,6,0,2024,6
MLHF,Valtti/keltainen,13,0,2024,6
PK-35/Legendat,HH Palloveikot,3,0,2024,6
Geishan Pallo,FC OHO UNITED,2,3,2024,6
FC Puimur,KPPK,1,3,2024,6
Lännen Torpedo,LePa/Via Alberga,0,2,2024,6
FC Dons/Akatemia,FC ST4Y,1,2,2024,6
HePuLi,PPV/Seos,0,0,2024,6
PiTa,FC POHU/SiPa,1,1,2024,6
FC Viikingit/S.C.P L,FC Fortuna/Itä,2,0,2024,6
Kilo IF/3,AC Rastaala,2,3,2024,6
HooGee/Hodari,Vermo Vikings,0,4,2024,6
Andalus FC/Alpujarra,AFC EMU,3,2,2024,6
JäPS/United,FC MVP,3,1,2024,6
FC Mango,FC Kontu/ST,3,0,2024,6
FC POHU/Atl Koffari,Käpylä Maanantai,2,2,2024,6
TöTa/FC Mauskis,HeMan,3,2,2024,6
Pessoas Boas,FC FC,3,0,2024,6
FC Germania/Akademie,LPS/reservi,0,8,2024,6
Purha,Jäntevä/Ukot,1,0,2024,6
FC Loviisa/LIK,HaTP,2,4,2024,6
ViTa,Länsiväylän Dynamo,4,0,2024,6
